order_id,delivery_time (days),geolocation_city_c,geolocation_state_c,payment_value,freight_value,seller_city,seller_state,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,geolocation_city_s,geolocation_state_s,product_volume,distancia_km,purchase_to_approval_days,approval_to_carrier_days,carrier_to_customer_days
002f98c0f7efd42638ed6100ca699b42,3.41,porto alegre,RS,93.62,32.57,araguari,MG,consoles_games,450.0,30.0,7.0,25.0,araguari,MG,5250.0,1309.4588681718897,0.0076967592592592,0.360787037037037,3.0400810185185185
0030ff924c38549807645976adeef2c0,21.95,belo horizonte,MG,292.24,67.24,itatiba,SP,bebes,23250.0,23.0,50.0,84.0,itatiba,SP,96600.0,449.22167964188856,0.0124305555555555,12.339027777777778,9.598101851851853
003324c70b19a16798817b2b3640e721,11.55,diamantina,MG,234.7,14.45,borda da mata,MG,malas_acessorios,1300.0,33.0,10.0,49.0,borda da mata,MG,16170.0,521.8947562927951,0.0123379629629629,0.8627430555555555,10.67175925925926
00337fe25a3780b3424d9ad7c5a4b35e,1.97,sao paulo,SP,139.68,9.94,votorantim,SP,cama_mesa_banho,1000.0,40.0,5.0,25.0,votorantim,SP,5000.0,73.91521524810076,0.0074884259259259,1.1955439814814814,0.7644560185185185
0035246a40f520710769010f752e7507,11.76,sao paulo,SP,99.11,12.11,ibitinga,SP,cama_mesa_banho,1300.0,45.0,15.0,35.0,ibitinga,SP,23625.0,308.54125452725566,0.0196296296296296,5.589050925925926,6.152893518518519
0035c0b07126fe9c24a325216fb96064,13.66,campinas,SP,150.44,18.54,congonhal,MG,cool_stuff,2275.0,45.0,25.0,18.0,congonhal,MG,20250.0,131.541299337094,0.0146759259259259,4.658009259259259,8.987546296296296
0035e6b7ade84b3f5b86bd49814793df,5.59,SAO PAULO,SP,34.0,14.1,rio de janeiro,RJ,moveis_decoracao,100.0,16.0,3.0,11.0,rio de janeiro,RJ,528.0,354.07449356360456,0.1835300925925926,0.736724537037037,4.664918981481481
0036887767dea4bd43b1a88cd0d9477a,10.79,belo horizonte,MG,423.63,23.64,rio de janeiro,RJ,brinquedos,8100.0,30.0,36.0,46.0,rio de janeiro,RJ,49680.0,341.4771184056817,1.001863425925926,3.534201388888889,6.2586458333333335
00378c6c981f234634c0b9d6128df6dd,24.08,sao paulo,SP,52.85,11.85,ribeirao preto,SP,esporte_lazer,183.0,16.0,18.0,16.0,ribeirao preto,SP,4608.0,310.4834066785144,0.0074189814814814,2.928032407407408,21.145266203703702
003d0634280ff3d1d3a54459349a6899,10.2,barueri,SP,228.89,8.89,sao jose dos campos,SP,informatica_acessorios,710.0,33.0,14.0,15.0,sao jose dos campos,SP,6930.0,99.65808544434958,0.0126504629629629,6.052685185185185,4.132199074074074
003f9bcc09427647c4b9d361a523545b,2.25,ribeirao pires,SP,238.8,9.8,barueri,SP,relogios_presentes,500.0,20.0,11.0,15.0,barueri,SP,3300.0,59.6896898101216,0.0061574074074074,0.3589814814814814,1.884953703703704
0040a56893444cb56cba7cfe2225e34e,22.97,salvador,BA,119.29,34.39,maringa,PR,informatica_acessorios,321.0,19.0,14.0,13.0,maringa,PR,3458.0,1830.0686742453609,0.0170717592592592,0.9803703703703704,21.97636574074074
004157daafa0bc8672e01f00e4f0c04f,12.07,fortaleza,CE,222.91,33.91,sao paulo,SP,moveis_decoracao,2850.0,50.0,50.0,16.0,sao paulo,SP,40000.0,2360.6416755315668,0.0078819444444444,3.944386574074074,8.119895833333333
00418a49a685c6bb60633291c3fab17a,1.97,osasco,SP,56.78,7.78,sao paulo,SP,relogios_presentes,200.0,16.0,2.0,11.0,sao paulo,SP,352.0,12.206465501711602,0.0053472222222222,0.9588078703703704,1.0013078703703704
0045e3085f083f0f38d24bb3f22e6593,19.16,sao jose dos campos,SP,130.74,13.84,ribeirao preto,SP,beleza_saude,1350.0,27.0,9.0,18.0,bonfim paulista,SP,4374.0,294.4183533228066,0.6261574074074074,5.466944444444445,13.066296296296295
0046e1d57f4c07c8c92ab26be8c3dfc0,3.13,sao paulo,SP,15.57,7.78,sao paulo,SP,,200.0,16.0,5.0,12.0,sao paulo,SP,960.0,18.561720090848063,0.0175231481481481,2.1204282407407407,0.9910648148148148
00471463a6106056c1a2a809f70de640,20.6,brasilia,DF,265.96,85.97,itaquaquecetuba,SP,moveis_decoracao,28600.0,41.0,43.0,91.0,itaquaquecetuba,SP,160433.0,867.002960207744,0.0315972222222222,12.665983796296295,7.9060648148148145
00482f2670787292280e0a8153d82467,1.92,juiz de fora,MG,18.56,10.96,juiz de fora,MG,,700.0,35.0,14.0,11.0,juiz de fora,MG,5390.0,2.2737003007681587,0.4755671296296296,0.2013541666666666,1.1271180555555556
004ba47bb589cdbc485e6025bd6d3c81,3.99,santa fe do sul,SP,60.85,,santos,SP,telefonia,250.0,18.0,3.0,28.0,santos,SP,1512.0,629.9790922568939,0.0054976851851851,0.9936921296296296,2.989791666666666
004d76fef3dd46eb4f70da049c8d1f93,6.59,matao,SP,147.39,27.39,campo limpo paulista,SP,papelaria,7700.0,28.0,55.0,37.0,campo limpo paulista,SP,56980.0,240.2234205367117,0.1860416666666666,1.4280208333333333,4.976099537037037
004eab0fd8f28adaf8d488976f77febe,1.92,rio de janeiro,RJ,33.48,11.98,rio de janeiro,RJ,esporte_lazer,1338.0,23.0,12.0,14.0,rio de janeiro,RJ,3864.0,15.309859452262828,0.0086921296296296,0.1996180555555555,0.9062847222222222
004f5d8f238e8908e6864b874eda3391,23.53,corumbá,MS,138.6,15.61,guarulhos,SP,,400.0,20.0,12.0,15.0,guarulhos,SP,3600.0,1252.9937986046289,0.8839699074074074,0.471724537037037,22.16945601851852
004fb11815bc03b01b20a614eef69d14,21.02,bom jesus da lapa,BA,92.74,19.75,sao paulo,SP,cool_stuff,1000.0,42.0,25.0,15.0,sao paulo,SP,15750.0,1191.6003191683694,0.0137384259259259,2.170821759259259,18.83960648148148
004fb5e6f90a178dc74ad2b016649249,5.28,ourinhos,SP,143.92,13.93,sao paulo,SP,cool_stuff,1600.0,42.0,25.0,15.0,sao paulo,SP,15750.0,348.0081204766803,0.0114236111111111,1.2377546296296296,4.0298032407407405
005059edee63c8c708ba61910793b31b,14.13,porto real,RJ,219.78,17.89,ibitinga,SP,cama_mesa_banho,1550.0,44.0,14.0,34.0,ibitinga,SP,20944.0,470.9457280878133,1.003263888888889,0.9592824074074074,12.171724537037036
0055b77cca3186676c147f532dd2547b,15.91,rio de janeiro,RJ,189.37,40.37,ilicinea,MG,informatica_acessorios,6550.0,20.0,20.0,20.0,ilicinea,MG,8000.0,315.3674006265363,0.0414004629629629,0.8667013888888889,15.002199074074074
0057199db02d1a5ef41bacbf41f8f63b,19.13,sinop,MT,37.09,16.79,limeira,SP,,200.0,16.0,2.0,11.0,limeira,SP,352.0,1463.7266281596758,1.668298611111111,3.226423611111111,14.231550925925928
00571ded73b3c061925584feab0db425,11.51,belo horizonte,MG,389.82,15.01,campinas,SP,perfumaria,450.0,23.0,8.0,15.0,campinas,SP,2760.0,464.224559848973,0.0075462962962962,3.777939814814815,7.723773148148148
00584d79015452d19fd3d044ba3abdc0,2.99,sao paulo,SP,122.17,12.27,franca,SP,telefonia,325.0,18.0,25.0,21.0,franca,SP,9450.0,351.0075759661297,0.0112962962962962,1.0117476851851852,1.9681597222222225
00588f5f20fee630b83d4709e0a42715,12.2,ipixuna do para,PA,114.9,25.9,jacarei,SP,telefonia,88.0,16.0,7.0,12.0,jacarei,SP,1344.0,2311.705063044743,1.0016319444444444,2.2139583333333333,8.979641203703704
005997dca4c1fc45066d0a03d54a6469,3.21,praia grande,SP,133.75,13.75,sao paulo,SP,beleza_saude,3500.0,36.0,25.0,21.0,sao paulo,SP,18900.0,44.541678380240526,0.0099074074074074,1.178576388888889,2.0223958333333334
005a1dded353107dbabf8ffc83a20365,21.2,sete lagoas,MG,89.28,14.28,sao paulo,SP,relogios_presentes,250.0,16.0,2.0,11.0,sao paulo,SP,352.0,533.0923885094921,0.0075231481481481,5.228634259259259,15.959537037037038
005b49de51a4e006055e8487a50ad8e4,18.13,bagé,RS,61.38,14.52,blumenau,SC,informatica_acessorios,225.0,25.0,9.0,29.0,blumenau,SC,6525.0,687.8684797157473,0.0100810185185185,0.8944444444444445,17.228773148148147
005cad6157eadc7f1f09917607f1704a,17.93,sao bernardo do campo,SP,110.84,14.84,canoinhas,SC,esporte_lazer,3300.0,78.0,20.0,38.0,canoinhas,SC,59280.0,475.6646968982417,1.0064930555555556,0.6810185185185185,16.243229166666666
005d9a5423d47281ac463a968b3936fb,9.3,são josé do rio pardo,SP,145.26,18.12,porto alegre,RS,brinquedos,150.0,16.0,16.0,16.0,porto alegre,RS,4096.0,1033.8130282527145,0.0095717592592592,6.103194444444444,3.182534722222222
005f25968fc854ea16fb16f5bdbc87c7,16.15,carapicuiba,SP,86.15,16.25,ponte nova,MG,esporte_lazer,925.0,52.0,21.0,33.0,ponte nova,MG,36036.0,534.6537464564499,0.0276736111111111,4.088171296296296,12.032094907407409
00602f25bffa1dcfb71e202fbf9824fb,26.14,belem,PA,93.92,54.02,blumenau,SC,relogios_presentes,700.0,24.0,5.0,24.0,blumenau,SC,2880.0,2830.2972950759213,0.3678125,1.775925925925926,23.99619212962963
006127b8b9a1681a982313ed7129c3c0,12.27,sao paulo,SP,556.22,16.22,ribeirao preto,SP,relogios_presentes,710.0,19.0,13.0,14.0,ribeirao preto,SP,3458.0,297.356014218984,0.4371064814814814,4.049085648148148,7.781527777777778
0064d74f7de7917d54768d7722ad56ac,3.82,niteroi,RJ,221.07,31.17,sao paulo,SP,cool_stuff,7150.0,79.0,5.0,63.0,,,24885.0,,0.0068634259259259,1.8053009259259256,2.008101851851852
006557c3221c1fcd02b0106343ab357b,7.12,sao paulo,SP,23.17,8.27,praia grande,SP,eletrodomesticos,150.0,20.0,13.0,12.0,praia grande,SP,3120.0,45.50665436182498,0.0103935185185185,3.333854166666667,3.775671296296296
00664284de7a3470d22931ed78615ee4,9.37,SP,SP,55.75,11.85,penapolis,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,3875.0,95.0,22.0,22.0,penapolis,SP,45980.0,429.8591928881764,0.0119444444444444,1.058090277777778,8.304351851851852
0068468c453d28c8ef3fd089e50a5847,19.56,nova iguacu,RJ,489.85,20.85,balneario camboriu,SC,eletronicos,595.0,8.0,6.0,6.0,balneario camboriu,SC,288.0,699.9384638781498,0.1291782407407407,2.924537037037037,16.503090277777776
0068c109948b9a1dfb8530d1978acef3,16.95,cuiaba,MT,103.38,15.79,sao paulo,SP,climatizacao,250.0,22.0,11.0,16.0,sao paulo,SP,3872.0,1327.227526589192,1.2959027777777778,2.580648148148148,13.076400462962964
0068e836900867da359bd81db9227a33,6.39,porto alegre,RS,113.43,16.44,umuarama,PR,esporte_lazer,300.0,22.0,15.0,22.0,umuarama,PR,7260.0,729.3916946966665,0.6253935185185185,0.5297222222222222,5.2386689814814815
006cb7cafc99b29548d4f412c7f9f493,7.98,brasilia,DF,70.14,14.14,sao paulo,SP,,2200.0,16.0,2.0,11.0,sao paulo,SP,352.0,872.4200468931975,0.0089583333333333,3.1892592592592592,4.77699074074074
006cba07f62f921fe4f58365bde2b2eb,3.98,itapura,SP,81.98,11.99,sao paulo,SP,brinquedos,500.0,18.0,6.0,21.0,sao paulo,SP,2268.0,600.6021755874862,0.0252546296296296,1.1175578703703704,2.835798611111111
006dd93155bc2abd844cc5eed3a0fe7f,5.81,São PauLo,SP,57.68,7.78,sao paulo,SP,fashion_bolsas_e_acessorios,100.0,16.0,5.0,20.0,sao paulo,SP,1600.0,15.075777134593627,0.00625,3.953634259259259,1.848032407407408
006e05e81c068ddc38e48ebe189b922e,6.56,santa luzia,MG,43.1,14.1,sao paulo,SP,relogios_presentes,250.0,16.0,2.0,11.0,sao paulo,SP,352.0,519.2884324692561,0.0115972222222222,0.8903125,5.656469907407407
006e43460a55bc60c0a437521e426529,8.39,guaruja,SP,142.06,43.06,cariacica,ES,ferramentas_jardim,9000.0,42.0,12.0,39.0,cariacica,ES,19656.0,731.6236964267712,0.0456828703703703,1.4556712962962963,6.8921875
006e91ddb0674525f84ce0da0655c7ba,5.93,sao paulo,SP,529.35,30.35,osasco,SP,casa_conforto,10050.0,50.0,30.0,40.0,osasco,SP,60000.0,37.60013130876247,0.0096527777777777,1.0228125,4.900625
006f7dfffe2d90809598e8f1972b829b,13.85,serrana,SP,52.64,12.79,mineiros do tiete,SP,beleza_saude,317.0,17.0,11.0,12.0,mineiros do tiete,SP,2244.0,159.72676392789162,0.0101504629629629,8.633009259259259,5.208101851851852
0070092bb6004faafa287e5fc35971e9,2.41,sao paulo,SP,163.06,14.06,campo limpo paulista,SP,brinquedos,1700.0,30.0,35.0,25.0,campo limpo paulista,SP,26250.0,30.700690507681365,0.0086342592592592,0.953113425925926,1.4489699074074074
0071ee2429bc1efdc43aa3e073a5290e,9.53,sao paulo,SP,100.0,12.46,pedreira,SP,utilidades_domesticas,16000.0,16.0,2.0,11.0,pedreira,SP,352.0,113.04597290576726,0.1315509259259259,4.037916666666667,5.365497685185185
00750f68bb64537034e93554c64b41b5,2.53,maua,SP,137.16,8.16,sao paulo,SP,relogios_presentes,250.0,16.0,2.0,11.0,sao paulo,SP,352.0,31.002092939664387,0.0136226851851851,1.3969560185185186,1.1197916666666667
00756576f4e494406945ac21cb82cfe0,9.93,sao jose do rio preto,SP,152.71,15.71,rio de janeiro,RJ,relogios_presentes,950.0,40.0,20.0,12.0,rio de janeiro,RJ,9600.0,653.9111357397322,0.8080555555555555,2.12287037037037,6.996180555555555
00772b2af35643653f108fdac1155ee3,12.04,indaiatuba,SP,47.96,10.96,guara,SP,esporte_lazer,300.0,20.0,15.0,18.0,guara,SP,5400.0,305.41290949661703,0.0084143518518518,0.0069097222222222,12.023194444444444
00789ce015e7e5791c7914f32bb4fad4,18.79,rio de janeiro,RJ,190.81,14.83,sao paulo,SP,beleza_saude,500.0,28.0,3.0,19.0,sao paulo,SP,1596.0,312.74691209556045,0.0083449074074074,0.5028587962962963,18.28327546296296
0078a358a14592b887eb140ef515f5ab,15.14,anápolis,GO,336.38,82.86,ibitinga,SP,moveis_decoracao,19200.0,58.0,40.0,50.0,ibitinga,SP,116000.0,604.9892861822273,0.2874652777777777,1.575011574074074,13.277939814814816
007bbb40c95870c0f75a7855f2636c65,2.33,sao paulo,SP,162.85,13.95,sao paulo,SP,cama_mesa_banho,7474.0,54.0,29.0,40.0,SAO PAULO,SP,62640.0,15.88560435103022,0.3305555555555555,0.8792824074074074,1.1242361111111112
007beb35f98c075747e6fc4fd1c0cb73,11.29,rio de janeiro,RJ,83.59,18.69,brasilia,DF,cama_mesa_banho,1450.0,45.0,10.0,15.0,brasilia,DF,6750.0,933.5987246646614,0.0120833333333333,3.328310185185185,7.951203703703704
007c7cb12ef3567531307ca78d395758,20.39,itaberai,GO,195.0,16.0,barueri,SP,eletronicos,490.0,18.0,11.0,13.0,barueri,SP,2574.0,882.7177097604732,0.0109027777777777,1.1262847222222223,19.252094907407407
007ec946d4f798caf2b43c9d44c56421,12.4,gramado,RS,43.0,15.1,salto,SP,esporte_lazer,200.0,21.0,13.0,26.0,salto,SP,7098.0,773.3773350035277,0.6322106481481482,3.632962962962963,8.133032407407407
