"id_dt_ini","id_dt_fin","id_cnpj","reg","uf","id_sped","ind_mov_st","vl_sld_cred_ant_st","vl_sld_cred_ant_st_sped","diff_sld_cred_ant_st","vl_devol_st","vl_devol_st_sped","diff_vl_devol_st","vl_ressarc_st","vl_out_cred_st","vl_aj_creditos_st","total_ajuste_credtios_st","vl_retencao_st","vl_retencao_st_sped","diff_vl_retencao_st","vl_out_deb_st","vl_aj_debitos_st","total_ajuste_debitos_st","vl_deducoes_st","deb_esp_st","vl_apurado_periodo_st","apuracao_icms_st","id_importation","id_tenant","dt_created","dt_updated","year","month","day","hour","minute","rown"
"01/11/2023","30/11/2023","35068230000339",E200,BA,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/35068230000339-1310169877-20231101-20231130-0-C6F02D3F62922C11599AD5CE6E9426C727219F29-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/06/2023","30/06/2023","09017661000951",E200,PA,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000951-0813440900231-20230601-20230630-0-D4980C20C1F5BE57F6102768723E25F2E53F97AD-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661001176",E200,RJ,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001176-653205145118-20230701-20230731-0-1028655A7C6F90807EF487D20996A968005908EB-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000609",E200,TO,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000609-131189904110-20230801-20230831-0-24780290AF1168F36B9234DDE005B2A7ACEAFC63-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661000366",E200,CE,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000366-122535868114-20230801-20230831-0-FFDFB2E616476F829F74C9EC69C52F382B4D50C7-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/10/2022","31/10/2022","35068230000258",E200,BA,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/35068230000258-083609237-20221001-20221031-0-6D99E76C12996C766BE6AEB2986009E1C2D001E3-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000447",E200,AP,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000447-126837414119-20230201-20230228-0-5D0B393C52BF0ACDD0A8FA3F9FBC07AEC7974099-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000870",E200,PB,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000870-133232221115-20231201-20231231-0-C782050788A1392D90C3E17EE6E0FA7FE9341477-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/08/2023","31/08/2023","09017661001095",E200,DF,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001095-9094528302-20230801-20230831-0-DD090D061F04C3E55EFBAB37AF0FA8F84AFBA6B1-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/03/2023","31/03/2023","09017661000528",E200,DF,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000528-129717943110-20230301-20230331-0-6A07813864442AF9B1C30F3764C2EC861069538B-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000102",E200,MG,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000102-148384430111-20230401-20230430-0-A5F05F20FD8EABF71D653A99FC3350774FF69F71-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/06/2023","30/06/2023","09017661000609",E200,TO,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000609-131189904110-20230601-20230630-0-FA5C63ED88615C2E9CD76FD3E1171695C4C171F1-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661001095",E200,SE,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001095-9094528302-20230101-20230131-0-326C30796A396F090E446B6B41F80F922555600C-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000870",E200,SC,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000870-133232221115-20231101-20231130-0-17A424EC3BB86012C8CA0AF1D1784AB8773715EB-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/10/2023","31/10/2023","35068230000258",E200,DF,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/35068230000258-083609237-20231001-20231031-0-254A805632953376EE600E00B43A0A8DF41D71EF-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661000609",E200,PA,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000609-131189904110-20231201-20231231-0-E8E8B1FB089A6CF9F24451FC1DD941284D570292-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/11/2023","30/11/2023","35068230000410",E200,RR,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/35068230000410-125971428118-20231101-20231130-0-66DD83D1299B04ABA407556A46B6DAAA2EC7B1D4-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000790",E200,SP,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000790-129717952111-20230401-20230430-0-5068835A882C6AA780BE24E4CB5A054113890284-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000366",E200,PR,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000366-122535868114-20230401-20230430-0-69C4690B00A0432B4A5FAAD19291178236337555-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/07/2023","31/07/2023","35068230000258",E200,RR,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/35068230000258-083609237-20230701-20230731-0-AD4524EB3E22C905D692C2EFE6AC3D873DC04A8C-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000447",E200,PR,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000447-126837414119-20230201-20230228-0-5D0B393C52BF0ACDD0A8FA3F9FBC07AEC7974099-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661000447",E200,AC,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000447-126837414119-20230401-20230430-0-35923755219709B98ACF12A0898E4A98D0B2B730-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661000447",E200,RS,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000447-126837414119-20230101-20230131-0-AC1278471440BE03F4E5886F758882F135756B38-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661000366",E200,PA,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000366-122535868114-20231101-20231130-0-BEBA39F0BE1F42FB84B65222397B78C45AF787DE-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661001176",E200,AM,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001176-653205145118-20230701-20230731-0-1028655A7C6F90807EF487D20996A968005908EB-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661000951",E200,RO,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000951-0813440900231-20230101-20230131-0-3C3260D372C2AD7583AD55547D27CD3C09FB7234-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661000447",E200,RJ,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000447-126837414119-20230701-20230731-0-F9C17AB4AA4F5FF36505A7DBFAC1B1B9BA3117D7-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000102",E200,AP,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000102-148384430111-20230501-20230531-0-27A58C9B19CFF06F1E9F311A4E72F9B272800CF7-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/02/2023","28/02/2023","09017661000951",E200,AC,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000951-0813440900231-20230201-20230228-0-AA19E7C521081B5CC55A2E77AEB1CDB6ADADF6D3-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/05/2023","31/05/2023","09017661000285",E200,GO,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000285-145093462111-20230501-20230531-0-69B68D85F3BF304CA2DB9C8299EC1B3B4329C324-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/01/2023","31/01/2023","09017661000528",E200,PA,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000528-129717943110-20230101-20230131-0-D297B59FBC618753A22313BC5B38E389EDCB81E7-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/11/2023","30/11/2023","09017661001176",E200,PB,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001176-653205145118-20231101-20231130-0-6B9E800802325F55D0C857E591AE272BB2DDE6FE-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/07/2023","31/07/2023","09017661001095",E200,RS,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001095-9094528302-20230701-20230731-0-6798A2E0E9C05BEDDFD4BDA29C559BFA629B8B3E-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/04/2023","30/04/2023","09017661001095",E200,ES,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001095-9094528302-20230401-20230430-0-F686B34BB8CCE5E035A5E45AB2374C08E37449E6-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/12/2022","31/12/2022","09017661000609",E200,PI,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000609-131189904110-20221201-20221231-0-7898DDC89676BCFBDCDE4EC19ACAFC531016D5EC-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/09/2023","30/09/2023","09017661000447",E200,RR,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661000447-126837414119-20230901-20230930-0-665530AB5178E1F89526B17362ADA3EAA9F30AE1-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
"01/12/2023","31/12/2023","09017661001176",E200,AM,abfs://land@paulatorrestaxboardlake.dfs.core.windows.net/554008700462410d9ae1f515f59dcb0c_speds/09017661001176-653205145118-20231201-20231231-0-7F073A2D819895007EF492AEAAE6E3CF8FA28980-SPED-EFD.txt6601c26ae4d1f54a569c6d53,Sem operações com ST,0.0,,,0.0,,,"0",0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,"6601c26ae4d1f54a569c6d53",paulatorres,"2024-03-25 18:49","2024-03-25 18:50",2024,3,25,18,49,1
