order_id,geolocation_city_c,geolocation_state_c,payment_value,freight_value,seller_city,seller_state,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,geolocation_city_s,geolocation_state_s,product_volume,distancia_km,purchase_to_approval_days
00254baeb6c932b0a8aeead91fbd02b5,fortaleza,CE,193.01,43.11,novo horizonte,SP,bebes,8250.0,44.0,32.0,35.0,novo horizonte,SP,49280.0,2286.941367725871,0.020046296296296295
0025c5d1a8ca53a240ec2634bb4492ea,amanari,CE,419.39,29.39,sao paulo,SP,esporte_lazer,2100.0,36.0,9.0,14.0,sao paulo,SP,4536.0,2371.9674618637587,0.008449074074074074
002834535f7a609a5c68266f173fa59e,recife,PE,57.17,19.18,sao paulo,SP,telefonia,300.0,17.0,4.0,12.0,sao paulo,SP,816.0,2136.2088937210633,5.253460648148148
0028de0ca693a1bb26448916a81105cc,canoas,RS,45.3,15.31,sao paulo,SP,construcao_ferramentas_iluminacao,1400.0,24.0,15.0,38.0,sao paulo,SP,13680.0,817.497910188325,1.5247800925925925
0029c5db35ef291ce99d1262012e7daa,guarulhos,SP,514.37,21.62,salto,SP,beleza_saude,9900.0,30.0,39.0,38.0,salto,SP,44460.0,84.91086443998013,3.153275462962963
0029f17cf0e7640c5cb6825af681303f,umuarama,PR,113.44,18.54,sao paulo,SP,brinquedos,50.0,25.0,11.0,15.0,sao paulo,SP,4125.0,692.5511913542871,0.010949074074074075
002c9def9c9b951b1bec6d50753c9891,Sao Paulo,SP,173.8,8.9,guarulhos,SP,utilidades_domesticas,950.0,25.0,10.0,36.0,guarulhos,SP,9000.0,16.66497746938821,1.027824074074074
002f16b7bc4530031b7d90f791b12d8a,sao paulo,SP,284.13,34.23,curitiba,PR,moveis_decoracao,7850.0,52.0,18.0,35.0,curitiba,PR,32760.0,331.8870596416014,0.013483796296296296
00324b3eda39ba5ecce3945823e3594c,toledo,PR,110.07,34.07,guarulhos,SP,industria_comercio_e_negocios,3950.0,16.0,103.0,25.0,guarulhos,SP,41200.0,744.7084824396399,1.3318634259259259
00335f75ea6a4455b524a8dd177067f5,rio de janeiro,RJ,177.01,8.21,rio de janeiro,RJ,pet_shop,127.0,18.0,10.0,14.0,rio de janeiro,RJ,2520.0,30.953022353173786,0.016006944444444445
003423b755b562962a6225a8de40d12e,medeiros neto,BA,261.33,28.58,votorantim,SP,ferramentas_jardim,1600.0,18.0,22.0,17.0,votorantim,SP,6732.0,1018.5106929913062,1.7061574074074075
00345f338696283410b7977d2e3efc89,mogi guaçu,SP,67.34,18.44,rio de janeiro,RJ,beleza_saude,870.0,19.0,17.0,15.0,rio de janeiro,RJ,4845.0,390.35123709124076,0.17041666666666666
0036757472ece3dde52fd4bfd929c90e,bauru,SP,203.03,66.04,itaquaquecetuba,SP,moveis_escritorio,15475.0,81.0,7.0,83.0,itaquaquecetuba,SP,47061.0,307.49075444487823,0.0077777777777777776
003822434f91204da0a51fe4cf2aba18,rio de janeiro,RJ,175.16,18.58,guaruja,SP,perfumaria,250.0,16.0,10.0,11.0,guaruja,SP,1760.0,330.98855344596257,1.5183680555555557
0039500db36d50d7d0bfaf23723550f3,maceio,AL,203.23,33.33,curitiba,PR,esporte_lazer,1092.0,30.0,26.0,22.0,curitiba,PR,17160.0,2270.118056802378,0.009456018518518518
003a7f59d7e08a9c61d9e2881fe6459c,brasilia,DF,134.28,15.28,goiania,GO,utilidades_domesticas,700.0,28.0,19.0,26.0,goiania,GO,13832.0,172.85184308748785,0.9568981481481481
003a94f778ef8cfd50247c8c1b582257,campo grande,MS,57.98,18.08,sao paulo,SP,construcao_ferramentas_construcao,350.0,16.0,61.0,16.0,sao paulo,SP,15616.0,905.3208942679522,0.00883101851851852
003cc6161d7a2593f2525cce0c330d32,sao paulo,SP,97.9,12.9,pedreira,SP,utilidades_domesticas,1800.0,30.0,30.0,30.0,pedreira,SP,27000.0,87.75935381392273,0.021284722222222222
003d9fc84ad902adf2265248b5ffe1a4,sao paulo,SP,94.74,27.75,sao luis,MA,beleza_saude,350.0,19.0,12.0,13.0,são luís,MA,2964.0,2354.303965921161,0.9946875
003edccf16bc5ec447f592913b3df2b4,vitoria do mearim,MA,64.85,50.85,sao paulo,SP,telefonia,217.0,18.0,4.0,13.0,sao paulo,SP,936.0,2239.4502176484048,0.050347222222222224
00404fa7a687c8c44ca69d42695aae73,sao paulo,SP,99.9,0.0,ribeirao preto,SP,relogios_presentes,584.0,16.0,11.0,13.0,ribeirao preto,SP,2288.0,293.00511223988497,1.2452199074074075
004345d16a1ab2c21962992c721c8643,águas lindas de goiás,GO,53.27,15.37,sao paulo,SP,utilidades_domesticas,525.0,18.0,19.0,16.0,sao paulo,SP,5472.0,900.1701946134704,1.3918171296296296
0044c6f6d22dd280534344177c81b989,sao paulo,SP,196.07,16.14,porto alegre,RS,eletronicos,100.0,16.0,16.0,16.0,porto alegre,RS,4096.0,858.4734117980869,0.011435185185185185
0045f5225a96ef46630701167528fdcb,nova serrana,MG,110.41,15.51,ponte nova,MG,automotivo,1600.0,30.0,30.0,30.0,ponte nova,MG,27000.0,228.87805608321008,1.7042708333333334
0046176ff0dbc2a178b7885355dfbb71,nova lima,MG,137.72,15.73,carapicuiba,SP,consoles_games,150.0,20.0,3.0,18.0,carapicuiba,SP,1080.0,487.680382326742,0.009039351851851852
004b62108b876867938746ad3154167f,sao paulo,SP,118.35,8.03,hortolandia,SP,beleza_saude,150.0,22.0,3.0,15.0,hortolandia,SP,990.0,93.8924013031123,0.8373263888888889
004ca5ae248069d68e8594df8abf6ce0,belem,PA,221.08,61.18,petropolis,RJ,perfumaria,367.0,21.0,15.0,18.0,petrópolis,RJ,5670.0,2415.1387958625005,0.015497685185185186
00526a9d4ebde463baee25f386963ddc,ferraz de vasconcelos,SP,169.16,8.4,sao paulo,SP,alimentos,388.0,16.0,16.0,14.0,SP,SP,3584.0,17.255628275063135,0.008078703703703704
00611822267e76e0055c25c18506f06e,goiania,GO,180.21,20.31,capivari,SP,brinquedos,350.0,25.0,16.0,16.0,capivari,SP,6400.0,723.3114949756709,0.01056712962962963
0066a1fdaee16ad5022c5ef979d0b661,nilopolis,RJ,226.28,87.28,arapongas,PR,bebes,4075.0,73.0,14.0,48.0,arapongas,PR,49056.0,819.9141678643534,0.01734953703703704
0067c6030d65af0ff98790158ddb0020,SP,SP,54.06,13.71,ibitinga,SP,cama_mesa_banho,725.0,31.0,7.0,31.0,ibitinga,SP,6727.0,309.5623136273375,0.011215277777777777
0068fb0e223115e911d362627e8b8800,SP,SP,91.79,13.89,maringa,PR,informatica_acessorios,180.0,17.0,10.0,13.0,maringa,PR,2210.0,544.5153972055773,0.6694675925925926
006c42f310102c1910b3c5793ce5fc34,curitiba,PR,250.79,20.8,descalvado,SP,brinquedos,800.0,36.0,31.0,26.0,descalvado,SP,29016.0,424.82839078227346,0.008356481481481482
006df90050498994d670b40da4651d22,sao paulo,SP,21.39,7.39,sao paulo,SP,esporte_lazer,150.0,21.0,4.0,19.0,SP,SP,1596.0,17.809684218878548,0.011018518518518518
0072847849eafe70995fa51a714c81ac,iguape,SP,234.89,14.9,sao paulo,SP,brinquedos,550.0,30.0,20.0,20.0,sao paulo,SP,12000.0,151.2275854989735,0.630462962962963
0079bca8e89bd52fdb87408e4f3fb94d,sao paulo,SP,57.29,7.39,sao paulo,SP,esporte_lazer,150.0,16.0,16.0,11.0,sao paulo,SP,2816.0,23.791413166327054,1.3599884259259258
0084e195fbd72ae51599af47f04afede,porto alegre,RS,113.03,23.13,brasilia,DF,informatica_acessorios,150.0,35.0,8.0,11.0,brasilia,DF,3080.0,1605.3105006478675,0.009710648148148149
008819c6d5f6da6fa5cd9d50ca927cf4,SAO PAULO,SP,62.65,7.65,sao paulo,SP,relogios_presentes,250.0,16.0,2.0,20.0,sao paulo,SP,640.0,20.525484891336713,0.006666666666666667
008990da719764fb392914d8ab53ad04,macae,RJ,54.13,18.23,belo horizonte,MG,informatica_acessorios,250.0,41.0,2.0,29.0,belo horizonte,MG,2378.0,358.33395323799573,0.011655092592592592
008a1b3db2a8bf63418c2cf7c7f494b1,brumadinho,MG,33.12,18.23,sao jose dos campos,SP,beleza_saude,75.0,16.0,10.0,11.0,sao jose dos campos,SP,1760.0,386.65102005273377,0.010578703703703703
008a40c2b8b21893e04945ce58854b55,bariri,SP,112.0,13.0,campo mourao,PR,beleza_saude,1150.0,27.0,22.0,39.0,campo mourao,PR,23166.0,430.04741617467,0.01923611111111111
008ce8764db2e397e153000e017475b6,sao paulo,SP,70.88,27.39,sao paulo,SP,beleza_saude,600.0,74.0,15.0,15.0,sao paulo,SP,16650.0,18.195280982809784,0.010451388888888889
008cfe221ab054c89bc31720098cca51,sao paulo,SP,146.84,36.85,ibitinga,SP,cama_mesa_banho,12250.0,62.0,27.0,47.0,ibitinga,SP,78678.0,298.03271944070167,0.008888888888888889
008d9bf350ff02ed444b3452cf3f57e0,vila velha,ES,50.44,15.23,sao paulo,SP,brinquedos,245.0,18.0,12.0,13.0,sao paulo,SP,2808.0,746.5268307811292,0.01025462962962963
008f831b7185cff7ab35a46c37d64cd2,foz do iguacu,PR,286.09,37.09,sao paulo,SP,automotivo,4500.0,24.0,19.0,18.0,Sao Paulo,SP,8208.0,827.7408933477292,0.007361111111111111
0091a677651feaf5a08d7bb147681e14,campinas,SP,45.53,7.53,sao paulo,SP,relogios_presentes,300.0,16.0,2.0,11.0,sao paulo,SP,352.0,88.18226727778229,0.012094907407407407
00921e4911895b93c7b4fc0d80c0815e,sao paulo,SP,96.62,11.62,guarulhos,SP,utilidades_domesticas,1110.0,20.0,20.0,18.0,guarulhos,SP,7200.0,17.359089507565532,0.01494212962962963
00949655cdd8d0465e433a5e6c9643e5,sao paulo,SP,25.87,7.87,jacarei,SP,construcao_ferramentas_construcao,100.0,16.0,35.0,11.0,jacarei,SP,6160.0,70.43764000080701,1.4692939814814814
0094bd07f49fed90209ffa62d1ef26d6,praia grande,SP,18.92,7.39,sao paulo,SP,perfumaria,100.0,16.0,11.0,11.0,sao paulo,SP,1936.0,51.32161572981458,2.0893171296296296
0096668e5b0b8e9657a6f7209a4e58b4,sao paulo,SP,180.37,13.47,cajamar,SP,automotivo,2450.0,30.0,30.0,30.0,cajamar,SP,27000.0,28.173237691896947,0.00920138888888889
0097aafe2a01dd54e39888976160c377,osasco,SP,70.59,8.59,guarulhos,SP,informatica_acessorios,450.0,20.0,30.0,30.0,guarulhos,SP,18000.0,28.502908477278908,1.4955208333333334
009838529bb913846ab6670d22865381,juiz de fora,MG,176.4,47.4,ibitinga,SP,cama_mesa_banho,5450.0,20.0,20.0,20.0,ibitinga,SP,8000.0,564.0209775847032,0.02020833333333333
00995d799817ecc3bd2abd8fbe59c430,são gonçalo,RJ,62.82,12.92,petropolis,RJ,beleza_saude,2550.0,20.0,20.0,30.0,petrópolis,RJ,12000.0,36.10751017713248,0.013831018518518519
00998f38df3012359ef195ca75ebb329,joao pessoa,PB,143.24,23.34,sao goncalo,RJ,perfumaria,400.0,19.0,13.0,19.0,sao goncalo,RJ,4693.0,1946.9400265312631,0.01699074074074074
00a12754417a49a9dec20361849aa917,sao paulo,SP,57.72,8.82,salto,SP,utilidades_domesticas,350.0,22.0,8.0,19.0,salto,SP,3344.0,80.79155268566248,0.011469907407407408
00a1e977cf6e672402963940db55d919,brasília,DF,32.64,7.75,brasilia,DF,eletronicos,230.0,16.0,14.0,15.0,brasília,DF,3360.0,2.1421605489857733,0.0067708333333333336
00a379dfab816a83741012b71b264098,sao paulo,SP,23.38,7.39,sao paulo,SP,papelaria,200.0,16.0,10.0,16.0,sao paulo,SP,2560.0,15.634680648127384,0.009375
00a3f1ef430d3984dece2f39d6cbf431,diadema,SP,201.99,22.99,goiania,GO,utilidades_domesticas,2841.0,40.0,23.0,26.0,goiania,GO,23920.0,824.119723541493,0.018761574074074073
00a4d94df1c9757661679b2f4bd6d311,valinhos,SP,59.33,21.43,rio de janeiro,RJ,automotivo,2250.0,16.0,25.0,11.0,rio de janeiro,RJ,4400.0,360.62908818408783,0.6175694444444444
00a57dfbb049fbaae10763e2cf15f797,campo grande,MS,337.38,22.56,sarandi,PR,informatica_acessorios,517.0,22.0,11.0,13.0,sarandi,PR,3146.0,435.5338730765139,0.6775578703703704
00a870c6c06346e85335524935c600c0,juiz de fora,MG,69.9,0.0,sao paulo,SP,moveis_decoracao,2600.0,50.0,10.0,30.0,sao paulo,SP,15000.0,402.2827453098665,1.0030208333333333
00ab210695a17fe10e6b23616ae5bc97,guaruja,SP,46.53,7.53,sao paulo,SP,esporte_lazer,150.0,16.0,16.0,11.0,sao paulo,SP,2816.0,50.211536988924244,0.01085648148148148
00ab3a43bda739029ffce95d3b2fb56c,sao paulo,SP,35.36,7.46,sao paulo,SP,beleza_saude,150.0,16.0,5.0,17.0,sao paulo,SP,1360.0,24.571550642673298,0.612337962962963
00ab9fa91aafa3d881164b0da48999aa,nova lima,MG,644.34,65.34,sao paulo,SP,portateis_casa_forno_e_cafe,16550.0,40.0,60.0,40.0,sao paulo,SP,96000.0,471.0884375178791,1.001886574074074
00ad1a02d4d9decad15c7e8f8a9470cc,caucaia,CE,68.25,19.25,sao paulo,SP,relogios_presentes,250.0,16.0,2.0,11.0,sao paulo,SP,352.0,2378.461231572219,0.006643518518518518
00b12f4674177ef40c4bdb034138c843,guaratingueta,SP,122.87,17.87,sao paulo,SP,sinalizacao_e_seguranca,3000.0,30.0,30.0,30.0,SP,SP,27000.0,165.32146550490717,0.011527777777777777
00b1861aeb89afa498404c684148a619,rio de janeiro,RJ,98.24,23.33,londrina,PR,automotivo,350.0,16.0,15.0,16.0,londrina,PR,3840.0,798.3876088340057,0.008460648148148148
00b2d2f2b5f7b98e6b1828764660134e,bom jesus dos perdoes,SP,159.69,13.68,ribeirao preto,SP,relogios_presentes,4338.0,17.0,12.0,14.0,ribeirao preto,SP,2856.0,256.11940439647185,0.01556712962962963
00b44ba3d7c4a5e9a9ebafef9150781d,santo andre,SP,67.58,7.68,sao paulo,SP,fashion_bolsas_e_acessorios,100.0,16.0,5.0,16.0,sao paulo,SP,1280.0,28.033470884699657,0.01005787037037037
00b4c651133c06fb175123a492f1cac3,brasilia,DF,173.49,14.59,anapolis,GO,informatica_acessorios,100.0,17.0,9.0,14.0,anapolis,GO,2142.0,131.84402745561587,0.06319444444444444
00b6c055922e0ed2d88efdd252b2fb64,jundiai,SP,71.05,11.15,sao paulo,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,1750.0,20.0,16.0,30.0,sao paulo,SP,9600.0,52.348717901999706,0.009398148148148149
00b6e66f005a657a6b13eedcacdf9342,macae,RJ,477.32,39.66,lauro de freitas,BA,telefonia,700.0,32.0,15.0,21.0,lauro de freitas,BA,10080.0,1118.1893425379365,0.0121875
00b7174ea52bb811ebe2663add51afc0,votuporanga,SP,92.97,23.07,ponte nova,MG,automotivo,1450.0,30.0,30.0,30.0,ponte nova,MG,27000.0,736.8876205739934,0.010358796296296297
00ba57ae98928df6ba6ec9d3d8d4b1b7,rio das ostras,RJ,149.01,19.01,guarulhos,SP,relogios_presentes,501.0,18.0,13.0,14.0,guarulhos,SP,3276.0,476.8100664693831,0.010092592592592592
00bdcdda88e6b02977fc6ce3d412c600,rio de janeiro,RJ,137.83,18.93,formiga,MG,relogios_presentes,500.0,22.0,14.0,21.0,formiga,MG,6468.0,333.64801999210925,0.020358796296296295
00beb247698c6aae94e3f859d279e2cd,sao paulo,SP,52.39,7.39,sao paulo,SP,construcao_ferramentas_iluminacao,200.0,16.0,16.0,16.0,sao paulo,SP,4096.0,4.509529773496096,1.1648842592592592
00c47cfa491ef55779ec7557673087fc,louveira,SP,72.07,13.07,sao carlos,SP,perfumaria,450.0,32.0,12.0,17.0,sao carlos,SP,6528.0,151.05815505770573,0.1212037037037037
00c4f17dcb94448f27a2cbaa83f10a4b,santo andré,SP,39.39,7.39,sao paulo,SP,beleza_saude,150.0,20.0,24.0,33.0,sao paulo,SP,15840.0,29.507806551093402,0.051631944444444446
00c62d05602c1ca8164b98746d127fa8,goiania,GO,128.35,18.35,sao paulo,SP,industria_comercio_e_negocios,850.0,40.0,30.0,30.0,sao paulo,SP,36000.0,826.0774827551121,1.7369097222222223
00c763284c0056eed753352f5559ff0a,sao bernardo do campo,SP,94.55,14.65,ibitinga,SP,cama_mesa_banho,1383.0,50.0,10.0,40.0,ibitinga,SP,20000.0,317.8262304477257,0.013425925925925926
00c826c901ab01b6f598a8f0c9b56b82,sao paulo,SP,92.91,13.91,campo limpo paulista,SP,papelaria,7900.0,35.0,55.0,25.0,campo limpo paulista,SP,48125.0,48.20827399560398,0.0077777777777777776
00c8bfbb0a1224dcdb0180a544247159,cafelandia,SP,173.2,15.2,sao paulo,SP,utilidades_domesticas,8700.0,19.0,48.0,27.0,SP,SP,24624.0,370.6398358120638,0.9992708333333333
00c9474e0334f7a4ffc8c3a8bd21a51e,cosmopolis,SP,1075.74,25.13,sao paulo,SP,cama_mesa_banho,18800.0,40.0,30.0,50.0,Sao Paulo,SP,60000.0,115.31305922584204,0.8552777777777778
00cee8a4dbb042385cbbd84699e78b2e,campinas,SP,69.07,9.17,sao paulo,SP,instrumentos_musicais,900.0,42.0,8.0,40.0,sao paulo,SP,13440.0,91.78165201163307,0.007824074074074074
00d0ff2017f9ea13dd7eec7470ca473a,pederneiras,SP,74.69,18.69,ribeirao preto,SP,beleza_saude,3500.0,24.0,15.0,17.0,ribeirao preto,SP,6120.0,165.89259494921816,1.6544212962962963
00d1289d5125017a90e528b5a7cee91f,nova friburgo,RJ,179.0,19.0,fronteira,MG,beleza_saude,350.0,19.0,11.0,23.0,fronteira,MG,4807.0,727.0761883355999,0.012060185185185186
00d15ff0236872686e4899ed1ce680ad,balneario camboriu,SC,80.29,22.34,contagem,MG,esporte_lazer,250.0,28.0,28.0,28.0,contagem,MG,21952.0,912.5467190445125,1.4730555555555556
00d2559e61b9a0744a0552c35c5ecccb,belo horizonte,MG,872.52,23.52,sao caetano do sul,SP,eletroportateis,1833.0,21.0,19.0,22.0,sao caetano do sul,SP,8778.0,490.1697789960918,0.046875
00d85bfe0e28c91b69d0fe1f29255a31,barueri,SP,203.67,13.77,mirandopolis,SP,moveis_decoracao,3250.0,31.0,43.0,21.0,mirandopolis,SP,27993.0,511.81357917309174,1.6978125
00e054d0da011d5016f31011af488f4f,barueri,SP,118.82,14.82,guara,SP,esporte_lazer,1100.0,22.0,27.0,22.0,guara,SP,13068.0,356.85156021902685,0.015092592592592593
00e32e413e017e64ff93a9e800b8e1be,sao paulo,SP,322.17,23.17,curitiba,PR,moveis_decoracao,2850.0,69.0,11.0,11.0,curitiba,PR,8349.0,352.4651132264148,0.014733796296296297
00e365f4fc03d1098841af23d05c17a6,cascavel,PR,194.33,19.33,ribeirao preto,SP,relogios_presentes,483.0,17.0,11.0,13.0,ribeirao preto,SP,2431.0,714.263863816651,0.21564814814814814
00e63486fad9d24645c9c84ed77c15fa,rio de janeiro,RJ,54.32,15.37,sao bernardo do campo,SP,telefonia,150.0,17.0,10.0,13.0,sao bernardo do campo,SP,2210.0,331.5475623073033,0.007627314814814815
00e6bc6b166eb28b4502c1cad4457248,osasco,SP,85.86,19.03,formiga,MG,relogios_presentes,450.0,22.0,14.0,27.0,formiga,MG,8316.0,363.7704510197389,0.00787037037037037
00ea33f994bec0bbfda582074083ae12,lins,SP,108.32,13.33,sao paulo,SP,telefonia,350.0,17.0,5.0,19.0,sao paulo,SP,1615.0,388.9671089413421,0.009664351851851851
00eead1d5a799277ef3d6b387b0bebef,andradina,SP,98.26,13.26,presidente prudente,SP,consoles_games,300.0,25.0,15.0,25.0,presidente prudente,SP,9375.0,137.28105415787718,0.012650462962962962
00efb72d8e18533f736e86770705d094,brasilia,DF,89.96,22.97,sao luis,MA,beleza_saude,350.0,19.0,12.0,13.0,são luís,MA,2964.0,1523.5160314458863,0.008518518518518519
00f1a34f176151c4dcbd802c244e1072,sao paulo,SP,84.79,14.8,ibitinga,SP,cama_mesa_banho,1350.0,45.0,10.0,55.0,ibitinga,SP,24750.0,308.1517504502804,0.009988425925925927
00f1bb0af030935db1745ee28367ea26,cachoeiro de itapemirim,ES,288.88,19.98,guariba,SP,relogios_presentes,303.0,19.0,11.0,16.0,guariba,SP,3344.0,738.5671632241872,0.011238425925925926
00f251b943aba645652c7138e4716fee,porto alegre,RS,101.25,23.35,ibitinga,SP,casa_conforto,1825.0,53.0,10.0,40.0,ibitinga,SP,21200.0,945.5633746388274,0.01806712962962963
00f426c7214575822c3cb44ea59ef0f6,mari,PB,94.65,23.65,teresina,PI,automotivo,800.0,20.0,10.0,20.0,teresina,PI,4000.0,848.6411322881573,0.044988425925925925
00f57f2ccce2a2e3f393fe8f5e616e0d,teresopolis,RJ,285.81,60.81,sao paulo,SP,casa_construcao,6500.0,30.0,35.0,30.0,SP,SP,31500.0,388.03612107950585,0.00949074074074074
00f621226c6f4e938348f6f3a71fdc62,passos,MG,231.79,32.79,blumenau,SC,cool_stuff,7750.0,34.0,33.0,33.0,blumenau,SC,37026.0,731.2696302806105,0.5535763888888889
00f6ac4816d12f49026b09f2aa77d15f,campo mourao,PR,163.32,19.44,sao paulo,SP,moveis_decoracao,850.0,20.0,25.0,20.0,SP,SP,10000.0,594.4095861965875,0.008726851851851852
00f86b368251d739f1896d41469b2b7a,passo fundo,RS,175.05,,blumenau,SC,construcao_ferramentas_construcao,150.0,16.0,10.0,12.0,blumenau,SC,1920.0,361.7111425707619,0.010439814814814815
00f9b0236a85fb8a06fbd9b9c53fddd8,osasco,SP,166.62,19.72,goiania,GO,beleza_saude,300.0,16.0,16.0,16.0,goiania,GO,4096.0,807.5301953548276,2.1433796296296297
00f9b6769c6648ac08bf43081d1f2b07,pindamonhangaba,SP,89.61,9.71,maringa,PR,informatica_acessorios,180.0,17.0,10.0,13.0,maringa,PR,2210.0,662.7819855450604,0.013819444444444445
00faa6afcde74aaa630e1d2fda2bb0f7,são gabriel da palha,ES,40.76,18.26,sao paulo,SP,artigos_de_festas,350.0,27.0,9.0,19.0,Sao Paulo,SP,4617.0,808.7215931109387,1.5561458333333333
00fc308dd7f0937682698becaa9dcc45,belo horizonte,MG,104.11,18.4,pedreira,SP,utilidades_domesticas,4300.0,30.0,30.0,30.0,pedreira,SP,27000.0,442.3045624460681,0.012962962962962963
0101aea69a09e1aa32caa6dbaba98503,rio de janeiro,RJ,94.9,10.9,ibitinga,SP,casa_conforto,1825.0,53.0,10.0,40.0,ibitinga,SP,21200.0,579.8982050676942,1.0017245370370371
01029b44abe6e15c8df48b1b759ab437,santos,SP,93.85,15.85,sao paulo,SP,moveis_decoracao,2200.0,30.0,35.0,30.0,SP,SP,31500.0,42.40146172262237,0.0907638888888889
0103878b7ed86b6ec873cfae01379472,bonfim paulista,SP,265.36,35.37,caxias do sul,RS,cama_mesa_banho,3100.0,60.0,16.0,16.0,caxias do sul,RS,15360.0,948.6023812762926,0.008622685185185185
010d6db2f77220b394f147836c94f27b,nova iguacu,RJ,30.13,15.23,belo horizonte,MG,consoles_games,100.0,20.0,3.0,15.0,belo horizonte,MG,900.0,320.83817219998,0.009305555555555555
010efe60bdadc9261d1902f3c1dda5f3,entre rios de minas,MG,128.65,18.65,sao paulo,SP,informatica_acessorios,225.0,18.0,10.0,16.0,sao paulo,SP,2880.0,410.4980074554158,0.010219907407407407
010f223ddbec749e95ef3f5414f9c4ee,brasilia,DF,97.43,18.43,guariba,SP,relogios_presentes,225.0,19.0,12.0,15.0,guariba,SP,3420.0,610.3731100481066,0.0738425925925926
011080783e02d05b26c8c158b3653a42,guaratingueta,SP,47.72,13.82,ribeirao preto,SP,,850.0,27.0,13.0,21.0,ribeirao preto,SP,7371.0,322.63920641510566,0.011134259259259259
0113affd907a209209ab08413bb54226,araguaina,TO,186.1,63.11,sao luis,MA,beleza_saude,700.0,25.0,12.0,19.0,são luís,MA,5700.0,673.0221357248145,0.0059953703703703705
0113c9989fe6e5007795daec0633b405,sao paulo,SP,128.88,15.44,niteroi,RJ,esporte_lazer,450.0,42.0,10.0,25.0,niteroi,RJ,10500.0,374.9521237359264,0.010601851851851852
011405ae7b89def8ffb3468eb29c299d,embu-guacu,SP,37.86,7.87,atibaia,SP,automotivo,100.0,17.0,10.0,15.0,atibaia,SP,2550.0,84.0817169309088,1.0076041666666666
011724d1afbd91844302627f79a66800,carapicuiba,SP,69.69,14.7,ibitinga,SP,cama_mesa_banho,1050.0,32.0,5.0,30.0,ibitinga,SP,4800.0,283.06491923913507,0.00900462962962963
011c899816ea29773525bd3322dbb6aa,niteroi,RJ,99.9,0.0,ribeirao preto,SP,relogios_presentes,584.0,16.0,11.0,13.0,ribeirao preto,SP,2288.0,520.7428332177885,0.6041666666666666
012219b6d6d034eb359fc74730a080db,teófilo otoni,MG,217.4,27.41,rio de janeiro,RJ,brinquedos,2416.0,32.0,28.0,23.0,rio de janeiro,RJ,20608.0,587.095419159015,0.010798611111111111
01235dc626dcf13283207ba7f36a959a,Sao Paulo,SP,66.86,9.57,itatiba,SP,bebes,100.0,17.0,6.0,11.0,itatiba,SP,1122.0,64.96431259348685,0.7031597222222222
