order_id,delivery_time (days)
0035e6b7ade84b3f5b86bd49814793df,6.9043775
0036757472ece3dde52fd4bfd929c90e,1.5856724
0036887767dea4bd43b1a88cd0d9477a,6.754208
00378c6c981f234634c0b9d6128df6dd,6.931349
003822434f91204da0a51fe4cf2aba18,2.925378
003822434f91204da0a51fe4cf2aba18,2.919439
0039500db36d50d7d0bfaf23723550f3,1.5976954
003a7f59d7e08a9c61d9e2881fe6459c,1.6306286
003a94f778ef8cfd50247c8c1b582257,1.6400044
003cc6161d7a2593f2525cce0c330d32,1.6131381
003d0634280ff3d1d3a54459349a6899,6.9144783
003d804eef0e1b856881cd18e0cc0d4c,6.8692985
003d9fc84ad902adf2265248b5ffe1a4,1.632936
003edccf16bc5ec447f592913b3df2b4,1.6920441
003f201cdd39cdd59b6447cff2195456,7.002695
003f201cdd39cdd59b6447cff2195456,7.0055513
003f9bcc09427647c4b9d361a523545b,6.9205327
00404fa7a687c8c44ca69d42695aae73,2.982451
0040a56893444cb56cba7cfe2225e34e,6.954303
004157daafa0bc8672e01f00e4f0c04f,6.891167
00418a49a685c6bb60633291c3fab17a,6.908738
004345d16a1ab2c21962992c721c8643,3.087007
0044c6f6d22dd280534344177c81b989,1.7779586
0045e3085f083f0f38d24bb3f22e6593,6.8590355
0045f5225a96ef46630701167528fdcb,2.9253426
0046176ff0dbc2a178b7885355dfbb71,1.7111391
0046e1d57f4c07c8c92ab26be8c3dfc0,6.9637127
00471463a6106056c1a2a809f70de640,6.837622
00482f2670787292280e0a8153d82467,6.9407606
0049edf42837aa808e03552a62bd2158,6.903487
004b62108b876867938746ad3154167f,1.5656443
004ba47bb589cdbc485e6025bd6d3c81,6.9262137
004ca5ae248069d68e8594df8abf6ce0,1.5629922
004d76fef3dd46eb4f70da049c8d1f93,6.8311615
004eab0fd8f28adaf8d488976f77febe,6.782388
004f5d8f238e8908e6864b874eda3391,6.9134197
004fb11815bc03b01b20a614eef69d14,6.9235907
004fb5e6f90a178dc74ad2b016649249,6.7745214
005059edee63c8c708ba61910793b31b,6.9106135
005059edee63c8c708ba61910793b31b,6.9069376
00526a9d4ebde463baee25f386963ddc,1.6331096
00526a9d4ebde463baee25f386963ddc,1.6382294
00526a9d4ebde463baee25f386963ddc,1.6472181
00526a9d4ebde463baee25f386963ddc,1.6472181
0055b77cca3186676c147f532dd2547b,6.823517
0057199db02d1a5ef41bacbf41f8f63b,6.9072976
00571ded73b3c061925584feab0db425,7.0396967
00571ded73b3c061925584feab0db425,7.0337577
00584d79015452d19fd3d044ba3abdc0,6.786814
00588f5f20fee630b83d4709e0a42715,7.070022
005997dca4c1fc45066d0a03d54a6469,6.7995963
005a1dded353107dbabf8ffc83a20365,6.870027
005b49de51a4e006055e8487a50ad8e4,6.8206964
005cad6157eadc7f1f09917607f1704a,6.815122
005d9a5423d47281ac463a968b3936fb,7.043872
005d9a5423d47281ac463a968b3936fb,6.9169154
005d9a5423d47281ac463a968b3936fb,6.935874
005e5166e99d1e4d0c4f808b0540ba94,6.8212643
005f25968fc854ea16fb16f5bdbc87c7,6.8295546
00602f25bffa1dcfb71e202fbf9824fb,7.0769444
00611822267e76e0055c25c18506f06e,1.6237721
006127b8b9a1681a982313ed7129c3c0,6.8546457
0064d74f7de7917d54768d7722ad56ac,6.882079
006557c3221c1fcd02b0106343ab357b,7.0402246
00664284de7a3470d22931ed78615ee4,6.7688885
0066a1fdaee16ad5022c5ef979d0b661,1.6387984
0067c6030d65af0ff98790158ddb0020,1.7181207
0068468c453d28c8ef3fd089e50a5847,6.8696117
00685d31ae12e47470ba5c18ba74f22c,6.956788
0068c109948b9a1dfb8530d1978acef3,6.9693866
0068c109948b9a1dfb8530d1978acef3,6.9748454
0068e836900867da359bd81db9227a33,6.816531
0068fb0e223115e911d362627e8b8800,1.7962487
006c42f310102c1910b3c5793ce5fc34,1.6426144
006cb7cafc99b29548d4f412c7f9f493,6.760129
006cba07f62f921fe4f58365bde2b2eb,6.9304366
006dd93155bc2abd844cc5eed3a0fe7f,7.008123
006df90050498994d670b40da4651d22,1.648764
006e05e81c068ddc38e48ebe189b922e,6.8282976
006e43460a55bc60c0a437521e426529,6.7822533
006e91ddb0674525f84ce0da0655c7ba,6.7301307
006f7dfffe2d90809598e8f1972b829b,6.986585
0070092bb6004faafa287e5fc35971e9,6.803699
0071ee2429bc1efdc43aa3e073a5290e,6.8854146
0072847849eafe70995fa51a714c81ac,1.6395994
00750f68bb64537034e93554c64b41b5,6.9727955
00756576f4e494406945ac21cb82cfe0,6.8036456
00772b2af35643653f108fdac1155ee3,6.9378057
00789ce015e7e5791c7914f32bb4fad4,6.8554974
0078a358a14592b887eb140ef515f5ab,6.734033
0079bca8e89bd52fdb87408e4f3fb94d,2.9754133
007bbb40c95870c0f75a7855f2636c65,6.7399197
007beb35f98c075747e6fc4fd1c0cb73,6.890771
007c7cb12ef3567531307ca78d395758,6.8780856
007ec946d4f798caf2b43c9d44c56421,6.8450084
007ff0b0f79be782f633fc3b18cbe337,7.028154
0080eebb288dba1857ccf048dfe6bdfe,6.7792025
0081ab2c99dc85945c28926b77dc6960,6.733736
0081ce648af7d6a7bac2a93b6035d1e3,6.8999166
0084209c576daad6ff4534902fcb4892,6.8603797
0084e195fbd72ae51599af47f04afede,1.7256454
00858d03144cc35cfd1dd043647e7c88,6.980779
008720830a8a30e39e6f22f81818a141,6.8169355
0087889a1c836be17f58afd7f1729a4a,6.891279
008819c6d5f6da6fa5cd9d50ca927cf4,1.6176189
00891ba5de66f55000ee358ceea9b345,6.857038
008990da719764fb392914d8ab53ad04,1.9156114
008a1b3db2a8bf63418c2cf7c7f494b1,1.7863532
008a40c2b8b21893e04945ce58854b55,1.5854934
008c3a655c66f4d92370d0d422732f69,6.9426174
008ce8764db2e397e153000e017475b6,1.7001824
008cfe221ab054c89bc31720098cca51,1.5845122
008d9bf350ff02ed444b3452cf3f57e0,1.8155025
008d9bf350ff02ed444b3452cf3f57e0,1.81694
008dc31c0ae7121f2791953ae5f532c3,6.9671416
008dd5e80ebf8f849aa0c5bf4e22ce7a,6.878211
008eaf9004164883520d0bd32b107261,6.882591
008f831b7185cff7ab35a46c37d64cd2,1.6676676
008fab5602c441d51f30b1464f5d4643,6.8832393
0091a677651feaf5a08d7bb147681e14,1.6959894
00921e4911895b93c7b4fc0d80c0815e,1.6321489
0093cbf16a6afb7f0ab7cc821b6f9e92,6.8537784
00946f674d880be1f188abc10ad7cf46,6.8722906
00946f674d880be1f188abc10ad7cf46,6.8099194
00949655cdd8d0465e433a5e6c9643e5,3.088143
0094bd07f49fed90209ffa62d1ef26d6,4.202021
0094d4660e323945f84f5c29eb348aae,6.7181535
0094dc9ea7e3cd54d95aea42685673ff,6.8649225
0095790a64527ec83aeaaf99023c050e,7.01564
0096668e5b0b8e9657a6f7209a4e58b4,1.6277578
009742b43f4530bc3db7f62332c50f4b,6.8913126
00975e709cd12c34d3bd44e4a7f7a876,7.0580564
0097aafe2a01dd54e39888976160c377,2.9497397
0097f0545a302aafa32782f1734ff71c,6.8563404
0097f0545a302aafa32782f1734ff71c,6.688868
009838529bb913846ab6670d22865381,1.6123838
0098dbda25722a3f019fe252a0cd10b3,6.8559065
009905140e9f8cc35d5be897937381db,6.992996
009905140e9f8cc35d5be897937381db,6.9893203
00995d799817ecc3bd2abd8fbe59c430,1.5829076
00998f38df3012359ef195ca75ebb329,1.6007849
009ac365164f8e06f59d18a08045f6c4,6.857082
009c278fa2ed6e7ec498200b60193ca8,6.8857713
009e11afa25aa95ae78e60a793995c9b,6.9460235
009fa9bd0d92710e840793bfefa80867,6.9419703
00a0116ff15ff973ea16bee881208ae7,6.823517
00a12754417a49a9dec20361849aa917,1.5685191
00a13ab02fbe82f78cd84f14e41564ed,6.9103637
00a174dbf11967d260033fa6ab711493,6.7372723
00a1e977cf6e672402963940db55d919,1.3969572
00a250dbdb3153cc6ecf4d3f07ef6a17,7.0227423
00a379dfab816a83741012b71b264098,1.6376028
00a3a334aec7455a6d3319981499a3da,6.802001
00a3f1ef430d3984dece2f39d6cbf431,1.6530778
00a4d94df1c9757661679b2f4bd6d311,1.7120296
00a57dfbb049fbaae10763e2cf15f797,1.8700129
00a57dfbb049fbaae10763e2cf15f797,1.8751327
00a57dfbb049fbaae10763e2cf15f797,1.9102774
00a690becda145533fa5a54daa7b6ad5,6.877078
00a77f9cc25b05b2004752593d7b8888,6.9107037
00a843f5a80c7aea894c558acc29f513,6.846499
00a870c6c06346e85335524935c600c0,2.8402598
00a9536682ecb394a3794c1608200803,6.7886615
00a99c50fdff7e36262caba33821875a,6.912104
00aa423621f35a9ca6c6240f275b0640,6.779503
00ab1aba567dfebdc39caa4e7ca2f1b2,6.900908
00ab210695a17fe10e6b23616ae5bc97,1.6437447
00ab3a43bda739029ffce95d3b2fb56c,1.6191348
00ab9fa91aafa3d881164b0da48999aa,3.1200106
00ac05fe0fc047c54418098eb64e3aaa,6.883553
00ac2a1ec784f71feeb7ba1e5959750d,6.9629893
00ace652c8a5072670f30674e5f19844,6.809648
00ad1a02d4d9decad15c7e8f8a9470cc,1.6064243
00ae7a8b4936674ebb701d4a23719a79,6.991241
00af3d9ddff7f256e83d79247dbe1a9f,7.0279117
00af53fdc2002f5b6a8f16db648e003b,6.995665
00b12f4674177ef40c4bdb034138c843,1.6807387
00b1861aeb89afa498404c684148a619,1.5959135
00b1861aeb89afa498404c684148a619,1.597351
00b2d2f2b5f7b98e6b1828764660134e,1.7106684
00b30bb163474583c14db1689259cf4d,6.871614
00b402e8a76d3da83714c52d3977cc2d,6.76586
00b44ba3d7c4a5e9a9ebafef9150781d,1.5980257
00b47ee856118583dbec7d1f9b18d847,6.822459
00b4846d477a7baf5d4e47970bc08c7e,6.9817915
00b4a910f64f24dbcac04fe54088a443,6.883731
00b4c651133c06fb175123a492f1cac3,1.6779717
00b5e1c770b1868ec1b6b726be3aa9b9,6.935877
00b676b01c289cc661c6f7732492771a,6.9200926
00b6c055922e0ed2d88efdd252b2fb64,1.62442
00b6e66f005a657a6b13eedcacdf9342,1.791384
00b6e66f005a657a6b13eedcacdf9342,1.7965038
00b7174ea52bb811ebe2663add51afc0,1.6907253
00b8d354b36820e9d6131fd5173c5581,6.858537
00b9e0f8f588d0406a3de447eb606970,6.8547845
00ba414462370af2d76195d12e0d5481,6.8527193
00ba57ae98928df6ba6ec9d3d8d4b1b7,1.6664214
00bbc4179554524748f77763ddd62266,7.003436
00bc78808b22918a467b2fa4b8ef5d68,6.942838
00bcee890eba57a9767c7b5ca12d3a1b,6.831265
00bcee890eba57a9767c7b5ca12d3a1b,6.907274
00bcee890eba57a9767c7b5ca12d3a1b,6.9098916
00bcee890eba57a9767c7b5ca12d3a1b,6.8700194
00bd2cb7e9076e1ccc9f766fc01a4cfd,6.9352045
00bd50cdd31bd22e9081e6e2d5b3577b,6.9367366
00bd8cf08fa3998ea6ad6d16c2165822,6.8333755
00bdcdda88e6b02977fc6ce3d412c600,1.6004133
00bdebefeb760588a3425fad9dfed3d9,6.849641
00beb247698c6aae94e3f859d279e2cd,2.8913178
00bf1320ffb5fe47a845feca16c0e0b4,6.77265
00c00d5b36157595e21108ba1da2828f,6.779568
00c00d5b36157595e21108ba1da2828f,6.7758923
00c2335723b9b74668062e946dc66621,6.8013005
00c405bd71187154a7846862f585a9d4,6.855676
00c42b1633c1b2fa4e937bf312466561,6.941731
00c47cfa491ef55779ec7557673087fc,1.6768372
00c47fefb9a49baec12ab3654d7f548e,6.8900633
00c4f17dcb94448f27a2cbaa83f10a4b,1.6280204
00c62d05602c1ca8164b98746d127fa8,2.89128
00c763284c0056eed753352f5559ff0a,1.6001059
00c81b6675ef9ecaaff5fc1d6720b96c,6.861391
00c826c901ab01b6f598a8f0c9b56b82,1.6201644
00c842d0ae6462afc1d38fc055b02c75,6.9182763
00c8be06a8029e300dabd52c7d4c6ad2,6.814103
00c8bfbb0a1224dcdb0180a544247159,1.5997777
00c9474e0334f7a4ffc8c3a8bd21a51e,1.6470679
00c95282163553a982f38481f9488481,6.8289123
00c9d0257381c7e9ec13b4505f25b2cf,6.7555313
00c9d9e61ed13f5bf2f0344da1aa4775,6.9354486
00c9f7d4b0e87781465e562dc109f6aa,6.931945
00c9f7d4b0e87781465e562dc109f6aa,6.957668
00c9f7d4b0e87781465e562dc109f6aa,6.9766264
00c9f7d4b0e87781465e562dc109f6aa,6.9766264
00cb18db3d9c03f8386e7fc70cad2504,6.921538
00cb9736c0b43d6c1e2fbb2b88e69f6a,6.909344
00ce92d57f4f9a112bdb8a2a283e5f97,6.823517
00ceda91cb2ded8570ca73e70571740a,6.9043775
00cee8a4dbb042385cbbd84699e78b2e,1.593919
00cf2b04c59f0ecaf822bf3f334d5c3b,6.842739
00cf47526e0f7920b381b2baf4ecf1c7,6.9225035
00cfabbe2a93b70beeec4894f86712a8,6.9713902
00d03eb3425f41a599ae2f788e23c07f,7.0021496
00d0ff2017f9ea13dd7eec7470ca473a,3.054811
00d1289d5125017a90e528b5a7cee91f,1.6027952
00d15ff0236872686e4899ed1ce680ad,2.9439452
00d1e381c0995f0bdb95909fe7434d0b,6.897628
00d1e381c0995f0bdb95909fe7434d0b,6.893952
00d2559e61b9a0744a0552c35c5ecccb,1.7766476
00d29386638bbfd1331a2cd7ab91b5b5,6.807896
00d4439957b7fd3f8da4a33a965817fb,6.9298472
00d50baf1bc56a3c59de1810a6b84b0d,6.9413853
00d50baf1bc56a3c59de1810a6b84b0d,6.954245
00d5fac7792747fba4b528f23930bebd,6.8640647
00d831d5c3ea03b7cd6f883ad799c7e4,6.9785514
00d85bfe0e28c91b69d0fe1f29255a31,2.8770332
00d88c00221ce96a1cfcaca9f2fceb3b,6.6749635
00d8d65b666158b633f96054d31af43b,6.9312525
00d94e8901b75ee0d6ef1f87f947b666,6.924114
00d94e8901b75ee0d6ef1f87f947b666,6.918175
00d9ac423c9ad6781c0ed04e87666691,6.7983756
00dc6ad47477b3b62d3c0acbe98a82a4,6.794624
00df27e666004db9f14bce766fa5327c,6.927683
00dfb074b5c910fbd08e04691c4b712f,6.7822533
00e054d0da011d5016f31011af488f4f,1.5896655
00e0bac9f6306d8269770acf4ee4b027,6.8493786
00e1426d4c79f2e022570012c1ff57ed,6.9275017
00e1bdb3f1388c8ed222597ee4fa01e7,6.767299
00e32e413e017e64ff93a9e800b8e1be,1.6017352
00e365f4fc03d1098841af23d05c17a6,1.6860625
00e4050fe32e786290a29c61141e979f,6.9647818
00e5b655df1cc911466758210325c67c,6.8982124
00e5b655df1cc911466758210325c67c,6.9036713
00e63486fad9d24645c9c84ed77c15fa,1.9256924
00e6786fee8f476835c151a4d3fa9bf1,6.9110923
00e6bc6b166eb28b4502c1cad4457248,1.6713438
00e7aeced1d61792368ec7bf8b967a90,7.03417
00e7ee1b050b8499577073aeb2a297a1,6.8623157
00ea33f994bec0bbfda582074083ae12,1.716486
00ea690fe8c5eba029a3884243a02352,6.8547845
00eb7b95af5ed25aaec66d4ff5295846,6.946586
00ec95a58b63378d4cc06d196cdefdf6,6.9103794
00ed64bc080d87b4ab7f0c433bc5e98f,6.873192
00eead1d5a799277ef3d6b387b0bebef,1.6643707
00eef7fe9e315a85d1a61a50cccb2494,6.83881
00ef7ed06a55243f3e6a9d373a89eb14,7.0441833
00efb72d8e18533f736e86770705d094,1.6309042
00f1a34f176151c4dcbd802c244e1072,1.5951374
00f1bb0af030935db1745ee28367ea26,1.638203
00f1c7c1542f5f86c3091749d9e939d8,6.9419703
00f1cc7439ccb8671133776d1829faf5,7.06623
00f1cc7439ccb8671133776d1829faf5,7.079429
00f1cc7439ccb8671133776d1829faf5,7.0983877
00f1cc7439ccb8671133776d1829faf5,7.0983877
00f251b943aba645652c7138e4716fee,1.626693
00f2a3509bd600bd1a06a48353788d93,6.96938
00f2c876aa08fbba04199823952e96c1,6.9117002
00f324f6ec332cd73ef8be4888573662,6.8201942
00f33ee62c15223679d3550e751c37cd,6.8801093
00f426c7214575822c3cb44ea59ef0f6,1.6792219
00f57f2ccce2a2e3f393fe8f5e616e0d,1.6599423
00f5fbdc777e8198c1ee008122e28ae3,6.891167
00f621226c6f4e938348f6f3a71fdc62,1.5499594
00f6ac4816d12f49026b09f2aa77d15f,1.6684638
00f6ac4816d12f49026b09f2aa77d15f,1.6813241
00f6ac4816d12f49026b09f2aa77d15f,1.7164688
00f6dbc6195397197ee147ee45607a2c,6.896744
00f7c5b41250e0126ced62d612ff4711,6.9131994
00f86b368251d739f1896d41469b2b7a,1.5971107
00f86b368251d739f1896d41469b2b7a,1.6312279
00f86b368251d739f1896d41469b2b7a,1.6763424
00f8fc0cb9d9b7813f1f54fbd75426f1,6.796009
00f98eaeddb9debc8df8cb27e08216d4,6.9138002
00f9b0236a85fb8a06fbd9b9c53fddd8,4.016079
00f9b6769c6648ac08bf43081d1f2b07,1.7430016
00faa6afcde74aaa630e1d2fda2bb0f7,2.9611163
00fb055886536063afa0dbee07a0944f,7.004157
00fb055886536063afa0dbee07a0944f,7.027645
00fb278a99144cc1004b3ed1452ff5e1,6.775257
00fbcd8b120e5706c58b9d1a0026a7da,6.767697
00fc308dd7f0937682698becaa9dcc45,1.6086036
00fcf938cde49ae138942b632ed62393,6.8603415
00fdb72e467da6f3b000b19b368a6cf6,6.9823623
00fe20fc069833ab95021b46d6862646,6.941245
00fed9e582d5a3e38566872eec164ac6,6.8515306
00fed9e582d5a3e38566872eec164ac6,6.8643904
00ff0cf5583758e6964723e42f111bf4,6.8919835
010061e3aa0c6ed5e393dda0652bbee8,6.881702
01006620eb4732deec44be4b0d9e33cd,6.838071
010078e0913f48d014483bd856c01ca1,7.0704
01015fb6493ea5b9ba105c80b5452da1,6.8926344
0101aea69a09e1aa32caa6dbaba98503,2.863985
01029b44abe6e15c8df48b1b759ab437,1.6801488
0103878b7ed86b6ec873cfae01379472,1.5914856
01074135a88ffa5978eaadfc7f482f2b,6.831074
0108c64ec135e4a7a75e9b5102af9bfa,6.8847494
0108fba93678555ad1cec9c267848187,6.849237
01094e169d4b14edaf6954eeddb83633,6.9221735
010a35dc7fc3808a03d243d2fd8c6e35,7.023513
010ab3b1993057e91f825c672375a66d,6.8740177
010b0f6bd323a9effd095a743e660f26,6.938244
010b143d83a59b355cd5a75c0f0fd785,6.981045
010b143d83a59b355cd5a75c0f0fd785,6.983901
010b143d83a59b355cd5a75c0f0fd785,7.0028596
010b143d83a59b355cd5a75c0f0fd785,7.0028596
010c995323bc17d8156fbe2c37fed63e,6.824597
010d14f76a229c295260e4ca4744acc7,6.9598784
010d15deea8cae96ae86ea8097917a17,6.8530946
010d6db2f77220b394f147836c94f27b,1.8300209
010e04b5f879320f29a9bd6ca41abc94,6.7807846
010e7dda85fff564e8b7076ae3928efb,6.916071
010e7dda85fff564e8b7076ae3928efb,6.923425
010ef5b0279d7512e7343cb775e423c0,6.849673
010efe60bdadc9261d1902f3c1dda5f3,1.7703571
010f223ddbec749e95ef3f5414f9c4ee,1.6058669
010fadb12341d8253d920362fc8f7a16,6.8368187
010ff1cfe12f3094577e72b7bcecdf98,6.760877
0110688c40ff035d672af3aac1f38f10,6.7357516
011080783e02d05b26c8c158b3653a42,1.8320345
011105c3b5b8693eda1bfb1f152cec2a,6.8734937
011108c8a3d6eee6807f48a2e639439f,6.742277
01115c06246220def210911556bdc0e5,7.013181
01115c06246220def210911556bdc0e5,7.007242
011331376a4c6cc7a9e5bc165ec169d0,6.8071866
011375f941b3695c3c3ee58bfe0d3655,6.8735685
0113affd907a209209ab08413bb54226,1.6216522
0113c9989fe6e5007795daec0633b405,1.5829186
0113c9989fe6e5007795daec0633b405,1.5880384
011405ae7b89def8ffb3468eb29c299d,3.09672
01144cadcf64b6427f0a6580a3033220,6.949471
01144cadcf64b6427f0a6580a3033220,6.955205
0114835d7f0b3f674b70a989411e31c1,7.037606
01156b662f3f47b249b5a8881d205f08,6.8805485
0115abf6b892040abfdd5bdfcb6b2c51,6.835738
0115d160c5fbd758a139ff90821db60d,6.732559
0115f8bb1dc16d3fac863ce1deb037b6,6.782148
011667ae100a333a3051c9a23e3f0283,6.8527193
011724d1afbd91844302627f79a66800,1.694876
0119e98feb97441cb456c010c25b04ff,6.9258113
011a43bc9bb525517251ebb3ebc99b69,6.7501416
011a56023faf5bbb9af634e20a85f7bc,6.8202496
011abf147a69ba486bae3a74b6cd1814,6.7090616
011af0959ebf2b09a062867811dc63b5,6.8555117
011b142c9e082a5c1d10e0a88cd9c8e8,6.8134604
011b8dd4f8c36fd4fcf50643ce91d58a,6.692536
011bf86f1b7dacebda2c874333cf656b,6.9107075
011bf86f1b7dacebda2c874333cf656b,6.9235673
011c899816ea29773525bd3322dbb6aa,1.5557628
011e6e76dd0cd56d26b5b0cb036e80a8,6.897435
011f9dff2545a2cf8ac1809faed3ec88,6.7698646
011fcb4fabb3e142579ad63472b11227,6.8559976
0120e3dd2696a3bbb68dc2860815f7f2,6.8247814
01218a8a807fc187849529e6f12237a9,6.8155518
0121cfa7c946e6589f50d7012d3eb5eb,6.982714
012219b6d6d034eb359fc74730a080db,1.6243659
012248555cb0bf51df99199cef81d562,6.907049
0122e81ff800460e44bb9c983ff2a2fd,6.9247527
0123098b96f3d4014545642be53d891c,6.8889885
01235dc626dcf13283207ba7f36a959a,1.5713766
01235dc626dcf13283207ba7f36a959a,1.5829965
01237c761ffb72594a466ed514518af0,1.6256758
0123a055aa66357326dd6db066592a7d,6.887701
0123a055aa66357326dd6db066592a7d,6.8950553
0124e0c5bfae1979838a91e47df53f14,6.824021
0124f01177fc17cf20e1974621fd759a,6.9176373
01255808a3d38a8dd69aa93265a4cb88,6.7695518
012670c73246a753cbde0a215c2b9e8f,6.934079
0128412231f9fe9d7e944eea5392fc6b,2.9348495
012973f4cb6743d00d7e2644ddc8804c,7.08527
012a238ab54294a3b365812ccc82b135,6.9570117
012a238ab54294a3b365812ccc82b135,6.9592524
012a238ab54294a3b365812ccc82b135,6.968241
012b3f6ab7776a8ab3443a4ad7bef2e6,1.5468743
012b3f6ab7776a8ab3443a4ad7bef2e6,1.5558323
012bea13f9a355c983efb59a3f23583a,6.8771434
012d8cbea490e6102cee6a2088aaa785,6.906606
012dc9e42da722d22e32c618a2521bec,6.9712048
012e93f8170eb75b2f2f650629d04517,7.054822
012ea594e035047289b3e7c3f8b90cef,2.9910276
012eab2625c5f8aaac6f37f2c19ef62f,6.890725
012f255bd5034b8e7fb3c91566a91cc8,6.871783
012f29911fcd2f1209d937741a6bbc6f,6.780638
