order_id,order_item_id,price,freight_value,seller_city,seller_state,product_weight_g,customer_city,customer_state,geolocation_city_customer,geolocation_state_customer,payment_value,product_volume,geolocation_city_seller,geolocation_state_seller,distancia_km,purchase_to_approval_days,categoria_principal
000c3e6612759851cc3cbb4b83257986,1,99.0,13.71,ribeirao preto,SP,1800.0,,,,,,4096.0,ribeirao preto,SP,,,Esportes e Lazer
000e562887b1f2006d75e0be9558292e,1,25.0,16.11,jaragua do sul,SC,600.0,,,,,,8400.0,jaragua do sul,SC,,,Esportes e Lazer
000e63d38ae8c00bbcb5a30573b99628,1,47.9,8.88,sao paulo,SP,800.0,,,,,,8000.0,sao paulo,SP,,,Casa e Decoração
000e906b789b55f64edcb1f84030f90d,1,21.99,11.85,sao paulo,SP,300.0,,,,,,816.0,sao paulo,SP,,,Tecnologia e Eletrônicos
000f25f4d72195062c040b12dce9a18a,1,119.99,44.4,itaquaquecetuba,SP,9375.0,,,,,,56430.0,itaquaquecetuba,SP,,,Casa e Decoração
001021efaa8636c29475e7734483457d,1,49.0,15.1,sao paulo,SP,250.0,,,,,,640.0,sao paulo,SP,,,Moda e Acessórios
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,48.9,16.6,maua,SP,1800.0,,,,,,5780.0,maua,SP,,,Esportes e Lazer
00119ff934e539cf26f92b9ef0cdfed8,1,219.9,16.98,campo largo,PR,9800.0,,,,,,44100.0,campo largo,PR,,,Esportes e Lazer
0011d82c4b53e22e84023405fb467e57,1,289.0,26.33,serra negra,SP,2965.0,,,,,,37638.0,serra negra,SP,,,Esportes e Lazer
00125cb692d04887809806618a2a145f,1,109.9,25.51,santo andre,SP,2500.0,,,,,,40467.0,santo andr,SP,,,Casa e Decoração
00130c0eee84a3d909e75bc08c5c3ca1,1,27.9,7.94,atibaia,SP,150.0,sao bernardo do campo,,sao bernardo do campo,SP,35.84,2873.0,atibaia,SP,70.4182714789452,0.0,Alimentos e Bebidas
0013503b13da1eac686219390b7d641b,1,119.9,17.32,monte siao,MG,2500.0,,,,,,5712.0,monte siao,MG,,,Casa e Decoração
00137e170939bba5a3134e2386413108,1,397.0,24.65,curitiba,PR,2650.0,,,,,,18000.0,curitiba,PR,,,Outros e Indústria
001427c0ec99cf8af737bd88e92fd444,1,59.9,23.35,curitiba,PR,750.0,,,,,,8349.0,curitiba,PR,,,Casa e Decoração
00143d0f86d6fbd9f9b38ab440ac16f5,1,21.33,15.1,sorocaba,SP,180.0,,,,,,2618.0,sorocaba,SP,,,Esportes e Lazer
00143d0f86d6fbd9f9b38ab440ac16f5,2,21.33,15.1,sorocaba,SP,180.0,,,,,,2618.0,sorocaba,SP,,,Esportes e Lazer
00143d0f86d6fbd9f9b38ab440ac16f5,3,21.33,15.1,sorocaba,SP,180.0,,,,,,2618.0,sorocaba,SP,,,Esportes e Lazer
0014ae671de39511f7575066200733b7,1,16.5,14.1,sao paulo,SP,350.0,,,,,,836.0,sao paulo,SP,,,Tecnologia e Eletrônicos
0015ebb40fb17286bea51d4607c4733c,1,21.9,15.1,sao paulo,SP,150.0,,,,,,6000.0,sao paulo,SP,,,Tecnologia e Eletrônicos
00169e31ef4b29deaae414f9a5e95929,1,39.0,16.11,ibitinga,SP,550.0,,,,,,8364.0,ibitinga,SP,,,Casa e Decoração
0016dfedd97fc2950e388d2971d718c7,1,49.75,20.8,sao paulo,SP,1500.0,,,,,,3726.0,sao paulo,SP,,,Ferramentas e Construção
0017afd5076e074a48f1f1a4c7bac9c5,1,809.1,44.29,itauna,MG,3407.0,,,,,,14168.0,itauna,MG,,,Tecnologia e Eletrônicos
001862358bf858722e1e2ae000cfed8b,1,99.99,13.72,sao paulo,SP,1200.0,,,,,,15750.0,sao paulo,SP,,,Esportes e Lazer
0019c29108428acffd089c36103c9440,1,59.9,19.95,curitiba,PR,750.0,,,,,,8349.0,curitiba,PR,,,Casa e Decoração
001ab0a7578dd66cd4b0a71f5b6e1e41,1,24.89,17.63,brasilia,DF,150.0,,,,,,4290.0,braslia,DF,,,Tecnologia e Eletrônicos
001ab0a7578dd66cd4b0a71f5b6e1e41,2,24.89,17.63,brasilia,DF,150.0,,,,,,4290.0,braslia,DF,,,Tecnologia e Eletrônicos
001ab0a7578dd66cd4b0a71f5b6e1e41,3,24.89,17.63,brasilia,DF,150.0,,,,,,4290.0,braslia,DF,,,Tecnologia e Eletrônicos
001ac194d4a326a6fa99b581e9a3d963,1,54.0,8.54,guarulhos,SP,418.0,cubatao,,cubatao,SP,62.54,1482.0,guarulhos,SP,48.013160882407774,1.0,Ferramentas e Construção
001b76dd48a5b1eee3e87778daa40df8,1,81.99,13.01,sao jose dos campos,SP,207.0,,,,,,2652.0,sao jose dos campos,SP,,,Tecnologia e Eletrônicos
001c85b5f68d2be0cb0797afc9e8ce9a,1,99.0,13.71,ibitinga,SP,1550.0,,,,,,20944.0,ibitinga,SP,,,Casa e Decoração
001d8f0e34a38c37f7dba2a37d4eba8b,1,18.99,7.78,sao paulo,SP,150.0,,,,,,7826.0,sao paulo,SP,,,Beleza e Saúde
001d8f0e34a38c37f7dba2a37d4eba8b,2,18.99,7.78,sao paulo,SP,150.0,,,,,,7826.0,sao paulo,SP,,,Beleza e Saúde
001daeb0eddc45b999bad0801ad9d273,1,38.33,16.79,piracicaba,SP,300.0,,,,,,4096.0,piracicaba,SP,,,Outros e Indústria
001dbc16dc51075e987543d23a0507c7,1,69.9,18.0,ibitinga,SP,950.0,,,,,,23625.0,ibitinga,SP,,,Casa e Decoração
001e7ba991be1b19605ca0316e7130f9,1,195.0,18.21,maringa,PR,850.0,,,,,,3751.0,maringa,PR,,,Tecnologia e Eletrônicos
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,35.9,15.2,belo horizonte,MG,1614.0,,,coromandel,MG,51.1,13888.0,belo horizonte,MG,379.38776289118533,0.0,Beleza e Saúde
0020262c8a370bd5a174ea6a2a267321,1,79.5,21.05,santo andre,SP,2850.0,,,,,,8800.0,santo andre,SP,,,Casa e Decoração
0020a222f55eb79a372d0efee3cca688,1,29.99,15.1,sao paulo,SP,700.0,,,,,,4576.0,sao paulo,SP,,,Casa e Decoração
002175704e8b209f61b9ad5cfd92b60e,1,109.9,13.21,sao paulo,SP,588.0,araraquara,,araraquara,SP,123.11,4522.0,sao paulo,SP,263.0980109777597,2.0,Tecnologia e Eletrônicos
00229e4e43f7a7e0b9dd819ad43268d3,1,74.9,16.49,curitiba,PR,450.0,,,,,,11664.0,curitiba,PR,,,Esportes e Lazer
0025081dcf9330f9a5052ae82c6ce396,1,14.95,18.23,sao paulo,SP,300.0,,,,,,736.0,sao paulo,SP,,,"Livros, Música e Entretenimento"
00254baeb6c932b0a8aeead91fbd02b5,1,149.9,43.11,novo horizonte,SP,8250.0,,,fortaleza,CE,193.01,49280.0,novo horizonte,SP,2286.941367725871,0.0,
00259a44fcad3fc0474329e925d14fc3,1,19.99,14.1,sao paulo,SP,300.0,,,,,,1632.0,sao paulo,SP,,,Tecnologia e Eletrônicos
0025c5d1a8ca53a240ec2634bb4492ea,1,390.0,29.39,sao paulo,SP,2100.0,amanari,CE,amanari,CE,419.39,4536.0,sao paulo,SP,2371.9674618637587,0.0,Esportes e Lazer
002611a77fe03d076285fd4ca95db77c,1,135.0,21.75,porto alegre,RS,200.0,,,,,,3600.0,porto alegre,RS,,,Tecnologia e Eletrônicos
002691433f09002ac9ca0c4e8dbb8ead,1,104.0,16.43,cananeia,SP,260.0,,,,,,1729.0,canania,SP,,,Tecnologia e Eletrônicos
0026a368634b6e6f34f33b1499773a30,1,149.0,15.8,montenegro,RS,1000.0,,,,,,27588.0,montenegro,RS,,,Esportes e Lazer
00275bce676303c3bfd7292aefdfa223,1,279.9,13.46,franca,SP,300.0,,,,,,2340.0,franca,SP,,,Tecnologia e Eletrônicos
00276d5c3491fbf55305e26891040df9,1,44.9,23.22,tiradentes,MG,2750.0,,,,,,5250.0,tiradentes,MG,,,Casa e Decoração
002834535f7a609a5c68266f173fa59e,1,37.99,19.18,sao paulo,SP,300.0,,,recife,PE,57.17,816.0,sao paulo,SP,2136.2088937210633,5.0,Tecnologia e Eletrônicos
0028de0ca693a1bb26448916a81105cc,1,29.99,15.31,sao paulo,SP,1400.0,canoas,RS,canoas,RS,45.3,13680.0,sao paulo,SP,817.497910188325,1.0,Ferramentas e Construção
002955b0acc63d04f6724a31967e82bd,1,120.0,15.59,santo andre,SP,475.0,,,,,,2520.0,santo andre,SP,,,Beleza e Saúde
0029c5db35ef291ce99d1262012e7daa,1,492.75,21.62,salto,SP,9900.0,guarulhos,,guarulhos,SP,514.37,44460.0,salto,SP,84.91086443998013,3.0,Beleza e Saúde
0029f17cf0e7640c5cb6825af681303f,1,94.9,18.54,sao paulo,SP,50.0,umuarama,PR,umuarama,PR,113.44,4125.0,sao paulo,SP,692.5511913542871,0.0,
002af7fa9eb99d1456bceb6a13d6fc0b,1,88.34,21.11,presidente prudente,SP,2500.0,,,,,,14400.0,presidente prudente,SP,,,Casa e Decoração
002b430ff89b3a24c31a1170acbbedea,1,199.99,65.56,sao paulo,SP,2050.0,,,,,,48000.0,sao paulo,SP,,,Esportes e Lazer
002b4e6fa42cd4a22cc86abc18fe9c05,1,99.9,19.67,carazinho,RS,700.0,,,,,,40000.0,carazinho,RS,,,
002c9def9c9b951b1bec6d50753c9891,1,78.0,8.9,guarulhos,SP,950.0,sao paulo,,sao paulo,SP,173.8,9000.0,guarulhos,SP,16.66497746938821,1.0,
002c9def9c9b951b1bec6d50753c9891,2,78.0,8.9,guarulhos,SP,950.0,sao paulo,,sao paulo,SP,173.8,9000.0,guarulhos,SP,16.66497746938821,1.0,
002d040018d12a3853c059f7f23ab5b1,1,155.0,14.84,campinas,SP,429.0,,,,,,3360.0,campinas,SP,,,Beleza e Saúde
002f16b7bc4530031b7d90f791b12d8a,1,249.9,34.23,curitiba,PR,7850.0,sao paulo,,sao paulo,SP,284.13,32760.0,curitiba,PR,331.8870596416014,0.0,Casa e Decoração
002f19a65a2ddd70a090297872e6d64e,1,53.98,23.31,ibitinga,SP,800.0,,,,,,2560.0,ibitinga,SP,,,Casa e Decoração
002f98c0f7efd42638ed6100ca699b42,1,8.99,32.57,araguari,MG,450.0,,,,,,5250.0,araguari,MG,,,Tecnologia e Eletrônicos
002f98c0f7efd42638ed6100ca699b42,2,44.9,7.16,sao paulo,SP,200.0,,,,,,1232.0,sao paulo,SP,,,
0030d783f979fbc5981e75613b057344,1,60.6,17.67,araguari,MG,1000.0,,,,,,31360.0,araguari,MG,,,
0030ff924c38549807645976adeef2c0,1,225.0,67.24,itatiba,SP,23250.0,,,,,,96600.0,itatiba,SP,,,
00310b0c75bb13015ec4d82d341865a4,1,39.9,15.38,sao paulo,SP,200.0,,,,,,2112.0,sao paulo,SP,,,
00324b3eda39ba5ecce3945823e3594c,1,76.0,34.07,guarulhos,SP,3950.0,,,toledo,PR,110.07,41200.0,guarulhos,SP,744.7084824396399,1.0,Outros e Indústria
0032d07457ae9c806c79368d7d9ce96b,1,159.0,27.19,ipaussu,SP,3150.0,,,,,,31347.0,ipaussu,SP,,,
003324c70b19a16798817b2b3640e721,1,102.9,14.45,borda da mata,MG,1300.0,,,,,,16170.0,borda da mata,MG,,,Esportes e Lazer
003324c70b19a16798817b2b3640e721,2,102.9,14.45,borda da mata,MG,1300.0,,,,,,16170.0,borda da mata,MG,,,Esportes e Lazer
00335b686d693c7d72deeb12f8e89227,1,63.9,16.89,andradas,SP,300.0,,,,,,6400.0,andradas,MG,,,
00335f75ea6a4455b524a8dd177067f5,1,168.8,8.21,rio de janeiro,RJ,127.0,,,rio de janeiro,RJ,177.01,2520.0,rio de janeiro,RJ,30.953022353173786,0.0,Outros e Indústria
00337fe25a3780b3424d9ad7c5a4b35e,1,59.9,9.94,votorantim,SP,1000.0,,,,,,5000.0,votorantim,SP,,,Casa e Decoração
00337fe25a3780b3424d9ad7c5a4b35e,2,59.9,9.94,votorantim,SP,400.0,,,,,,4200.0,votorantim,SP,,,Casa e Decoração
003423b755b562962a6225a8de40d12e,1,232.75,28.58,votorantim,SP,1600.0,medeiros neto,,medeiros neto,BA,261.33,6732.0,votorantim,SP,1018.5106929913062,1.0,Ferramentas e Construção
00345f338696283410b7977d2e3efc89,1,48.9,18.44,rio de janeiro,RJ,870.0,mogiguacu,,mogi guau,SP,67.34,4845.0,rio de janeiro,RJ,390.35123709124076,0.0,Beleza e Saúde
0035246a40f520710769010f752e7507,1,87.0,12.11,ibitinga,SP,1300.0,,,,,,23625.0,ibitinga,SP,,,Casa e Decoração
0035c0b07126fe9c24a325216fb96064,1,131.9,18.54,congonhal,MG,2275.0,,,,,,20250.0,congonhal,MG,,,Esportes e Lazer
0035e6b7ade84b3f5b86bd49814793df,1,19.9,14.1,rio de janeiro,RJ,100.0,,,,,,528.0,rio de janeiro,RJ,,,Casa e Decoração
0036757472ece3dde52fd4bfd929c90e,1,136.99,66.04,itaquaquecetuba,SP,15475.0,,,bauru,SP,203.03,47061.0,itaquaquecetuba,SP,307.49075444487823,0.0,Casa e Decoração
0036887767dea4bd43b1a88cd0d9477a,1,399.99,23.64,rio de janeiro,RJ,8100.0,,,,,,49680.0,rio de janeiro,RJ,,,
00378c6c981f234634c0b9d6128df6dd,1,41.0,11.85,ribeirao preto,SP,183.0,,,,,,4608.0,ribeirao preto,SP,,,Esportes e Lazer
003822434f91204da0a51fe4cf2aba18,1,69.0,18.58,guaruja,SP,250.0,rio de janeiro,RJ,rio de janeiro,RJ,175.16,1760.0,guaruja,SP,330.98855344596257,1.0,Beleza e Saúde
003822434f91204da0a51fe4cf2aba18,2,69.0,18.58,guaruja,SP,250.0,rio de janeiro,RJ,rio de janeiro,RJ,175.16,1760.0,guaruja,SP,330.98855344596257,1.0,Beleza e Saúde
0039500db36d50d7d0bfaf23723550f3,1,169.9,33.33,curitiba,PR,1092.0,,,maceio,AL,203.23,17160.0,curitiba,PR,2270.118056802378,0.0,Esportes e Lazer
003a7f59d7e08a9c61d9e2881fe6459c,1,119.0,15.28,goiania,GO,700.0,brasilia,DF,brasilia,DF,134.28,13832.0,goiania,GO,172.85184308748785,0.0,
003a94f778ef8cfd50247c8c1b582257,1,39.9,18.08,sao paulo,SP,350.0,campo grande,MS,campo grande,MS,57.98,15616.0,sao paulo,SP,905.3208942679522,0.0,Ferramentas e Construção
003cc6161d7a2593f2525cce0c330d32,1,85.0,12.9,pedreira,SP,1800.0,,,sao paulo,SP,97.9,27000.0,pedreira,SP,87.75935381392273,0.0,
003d0634280ff3d1d3a54459349a6899,1,220.0,8.89,sao jose dos campos,SP,710.0,,,,,,6930.0,sao jose dos campos,SP,,,Tecnologia e Eletrônicos
003d804eef0e1b856881cd18e0cc0d4c,1,277.0,35.74,guariba,SP,533.0,,,,,,1760.0,guariba,SP,,,
003d9fc84ad902adf2265248b5ffe1a4,1,66.99,27.75,sao luis,MA,350.0,sao paulo,,sao paulo,SP,94.74,2964.0,so lus,MA,2354.303965921161,0.0,Beleza e Saúde
003edccf16bc5ec447f592913b3df2b4,1,14.0,50.85,sao paulo,SP,217.0,vitoria do mearim,MA,vitoria do mearim,MA,64.85,936.0,sao paulo,SP,2239.4502176484048,0.0,Tecnologia e Eletrônicos
003f201cdd39cdd59b6447cff2195456,1,85.0,17.03,maringa,PR,173.0,,,,,,2808.0,maringa,PR,,,Tecnologia e Eletrônicos
003f201cdd39cdd59b6447cff2195456,2,85.0,17.03,maringa,PR,173.0,,,,,,2808.0,maringa,PR,,,Tecnologia e Eletrônicos
003f9bcc09427647c4b9d361a523545b,1,229.0,9.8,barueri,SP,500.0,,,,,,3300.0,barueri,SP,,,
00404fa7a687c8c44ca69d42695aae73,1,99.9,0.0,ribeirao preto,SP,584.0,sao paulo,,sao paulo,SP,99.9,2288.0,ribeirao preto,SP,293.00511223988497,1.0,
0040a56893444cb56cba7cfe2225e34e,1,84.9,34.39,maringa,PR,321.0,,,,,,3458.0,maringa,PR,,,Tecnologia e Eletrônicos
004157daafa0bc8672e01f00e4f0c04f,1,189.0,33.91,sao paulo,SP,2850.0,,,,,,40000.0,sao paulo,SP,,,Casa e Decoração
00418a49a685c6bb60633291c3fab17a,1,49.0,7.78,sao paulo,SP,200.0,,,,,,352.0,sao paulo,SP,,,
004345d16a1ab2c21962992c721c8643,1,37.9,15.37,sao paulo,SP,525.0,,,guas lindas de gois,GO,53.27,5472.0,sao paulo,SP,900.1701946134704,1.0,
0044c6f6d22dd280534344177c81b989,1,179.93,16.14,porto alegre,RS,100.0,sao paulo,,sao paulo,SP,196.07,4096.0,porto alegre,RS,858.4734117980869,0.0,Tecnologia e Eletrônicos
0045e3085f083f0f38d24bb3f22e6593,1,116.9,13.84,ribeirao preto,SP,1350.0,,,,,,4374.0,bonfim paulista,SP,,,Beleza e Saúde
0045f5225a96ef46630701167528fdcb,1,94.9,15.51,ponte nova,MG,1600.0,,,nova serrana,MG,110.41,27000.0,ponte nova,MG,228.87805608321008,1.0,
0046176ff0dbc2a178b7885355dfbb71,1,121.99,15.73,carapicuiba,SP,150.0,nova lima,MG,nova lima,MG,137.72,1080.0,carapicuiba,SP,487.680382326742,0.0,Tecnologia e Eletrônicos
0046e1d57f4c07c8c92ab26be8c3dfc0,1,7.79,7.78,sao paulo,SP,200.0,,,,,,960.0,sao paulo,SP,,,
00471463a6106056c1a2a809f70de640,1,179.99,85.97,itaquaquecetuba,SP,28600.0,,,,,,160433.0,itaquaquecetuba,SP,,,Casa e Decoração
00482f2670787292280e0a8153d82467,1,7.6,10.96,juiz de fora,MG,700.0,,,,,,5390.0,juiz de fora,MG,,,
0049edf42837aa808e03552a62bd2158,1,49.9,17.6,sao jose do rio preto,SP,1750.0,,,,,,32560.0,sao jose do rio preto,SP,,,Ferramentas e Construção
004b62108b876867938746ad3154167f,1,110.32,8.03,hortolandia,SP,150.0,sao paulo,,sao paulo,SP,118.35,990.0,hortolandia,SP,93.8924013031123,0.0,Beleza e Saúde
004ba47bb589cdbc485e6025bd6d3c81,1,49.0,,santos,SP,250.0,,,,,,1512.0,santos,SP,,,Tecnologia e Eletrônicos
004ca5ae248069d68e8594df8abf6ce0,1,159.9,61.18,petropolis,RJ,367.0,,,belem,PA,221.08,5670.0,petrpolis,RJ,2415.1387958625005,0.0,Beleza e Saúde
004d76fef3dd46eb4f70da049c8d1f93,1,120.0,27.39,campo limpo paulista,SP,7700.0,,,,,,56980.0,campo limpo paulista,SP,,,
004eab0fd8f28adaf8d488976f77febe,1,21.5,11.98,rio de janeiro,RJ,1338.0,,,,,,3864.0,rio de janeiro,RJ,,,Esportes e Lazer
004f5d8f238e8908e6864b874eda3391,1,122.99,15.61,guarulhos,SP,400.0,,,,,,3600.0,guarulhos,SP,,,
004fb11815bc03b01b20a614eef69d14,1,72.99,19.75,sao paulo,SP,1000.0,,,,,,15750.0,sao paulo,SP,,,Esportes e Lazer
004fb5e6f90a178dc74ad2b016649249,1,129.99,13.93,sao paulo,SP,1600.0,,,,,,15750.0,sao paulo,SP,,,Esportes e Lazer
005059edee63c8c708ba61910793b31b,1,92.0,17.89,ibitinga,SP,1550.0,,,,,,20944.0,ibitinga,SP,,,Casa e Decoração
005059edee63c8c708ba61910793b31b,2,92.0,17.89,ibitinga,SP,1550.0,,,,,,20944.0,ibitinga,SP,,,Casa e Decoração
00526a9d4ebde463baee25f386963ddc,1,33.89,8.4,sao paulo,SP,388.0,ferraz de vasconcelos,,ferraz de vasconcelos,SP,169.16,3584.0,sao paulo,SP,17.255628275063135,0.0,Alimentos e Bebidas
00526a9d4ebde463baee25f386963ddc,2,33.89,8.4,sao paulo,SP,388.0,ferraz de vasconcelos,,ferraz de vasconcelos,SP,169.16,3584.0,sao paulo,SP,17.255628275063135,0.0,Alimentos e Bebidas
00526a9d4ebde463baee25f386963ddc,3,33.89,8.4,sao paulo,SP,388.0,ferraz de vasconcelos,,ferraz de vasconcelos,SP,169.16,3584.0,sao paulo,SP,17.255628275063135,0.0,Alimentos e Bebidas
00526a9d4ebde463baee25f386963ddc,4,33.89,8.4,sao paulo,SP,388.0,ferraz de vasconcelos,,ferraz de vasconcelos,SP,169.16,3584.0,sao paulo,SP,17.255628275063135,0.0,Alimentos e Bebidas
0055b77cca3186676c147f532dd2547b,1,149.0,40.37,ilicinea,MG,6550.0,,,,,,8000.0,ilicinea,MG,,,Tecnologia e Eletrônicos
0057199db02d1a5ef41bacbf41f8f63b,1,20.3,16.79,limeira,SP,200.0,,,,,,352.0,limeira,SP,,,
00571ded73b3c061925584feab0db425,1,179.9,15.01,campinas,SP,450.0,,,,,,2760.0,campinas,SP,,,Beleza e Saúde
00571ded73b3c061925584feab0db425,2,179.9,15.01,campinas,SP,450.0,,,,,,2760.0,campinas,SP,,,Beleza e Saúde
00584d79015452d19fd3d044ba3abdc0,1,109.9,12.27,franca,SP,325.0,,,,,,9450.0,franca,SP,,,Tecnologia e Eletrônicos
00588f5f20fee630b83d4709e0a42715,1,89.0,25.9,jacarei,SP,88.0,,,,,,1344.0,jacarei,SP,,,Tecnologia e Eletrônicos
005997dca4c1fc45066d0a03d54a6469,1,120.0,13.75,sao paulo,SP,3500.0,,,,,,18900.0,sao paulo,SP,,,Beleza e Saúde
005a1dded353107dbabf8ffc83a20365,1,75.0,14.28,sao paulo,SP,250.0,,,,,,352.0,sao paulo,SP,,,
005b49de51a4e006055e8487a50ad8e4,1,46.86,14.52,blumenau,SC,225.0,,,,,,6525.0,blumenau,SC,,,Tecnologia e Eletrônicos
005cad6157eadc7f1f09917607f1704a,1,96.0,14.84,canoinhas,SC,3300.0,,,,,,59280.0,canoinhas,SC,,,Esportes e Lazer
005d9a5423d47281ac463a968b3936fb,1,49.99,18.12,porto alegre,RS,150.0,,,,,,4096.0,porto alegre,RS,,,
005d9a5423d47281ac463a968b3936fb,2,24.99,13.58,porto alegre,RS,100.0,,,,,,1280.0,porto alegre,RS,,,
005d9a5423d47281ac463a968b3936fb,3,24.99,13.58,porto alegre,RS,100.0,,,,,,1280.0,porto alegre,RS,,,
005e5166e99d1e4d0c4f808b0540ba94,1,120.1,16.6,maringa,PR,910.0,,,,,,6720.0,maringa,PR,,,Tecnologia e Eletrônicos
005f25968fc854ea16fb16f5bdbc87c7,1,69.9,16.25,ponte nova,MG,925.0,,,,,,36036.0,ponte nova,MG,,,Esportes e Lazer
00602f25bffa1dcfb71e202fbf9824fb,1,39.9,54.02,blumenau,SC,700.0,,,,,,2880.0,blumenau,SC,,,
00611822267e76e0055c25c18506f06e,1,159.9,20.31,capivari,SP,350.0,goiania,GO,goiania,GO,180.21,6400.0,capivari,SP,723.3114949756709,0.0,
006127b8b9a1681a982313ed7129c3c0,1,540.0,16.22,ribeirao preto,SP,710.0,,,,,,3458.0,ribeirao preto,SP,,,
0064d74f7de7917d54768d7722ad56ac,1,189.9,31.17,sao paulo,SP,7150.0,,,,,,24885.0,,,,,Esportes e Lazer
006557c3221c1fcd02b0106343ab357b,1,14.9,8.27,praia grande,SP,150.0,,,,,,3120.0,praia grande,SP,,,Utilidades Domésticas e Eletrodomésticos
00664284de7a3470d22931ed78615ee4,1,43.9,11.85,penapolis,SP,3875.0,,,,,,45980.0,penapolis,SP,,,Casa e Decoração
0066a1fdaee16ad5022c5ef979d0b661,1,139.0,87.28,arapongas,PR,4075.0,,,nilopolis,RJ,226.28,49056.0,arapongas,PR,819.9141678643534,0.0,
0067c6030d65af0ff98790158ddb0020,1,40.35,13.71,ibitinga,SP,725.0,sao paulo,,sao paulo,SP,54.06,6727.0,ibitinga,SP,309.5623136273375,0.0,Casa e Decoração
0068468c453d28c8ef3fd089e50a5847,1,469.0,20.85,balneario camboriu,SC,595.0,,,,,,288.0,balneario camboriu,SC,,,Tecnologia e Eletrônicos
00685d31ae12e47470ba5c18ba74f22c,1,59.0,16.17,fernandopolis,SP,700.0,,,,,,7260.0,fernandopolis,SP,,,Casa e Decoração
0068c109948b9a1dfb8530d1978acef3,1,35.9,15.79,sao paulo,SP,250.0,,,,,,3872.0,sao paulo,SP,,,Utilidades Domésticas e Eletrodomésticos
0068c109948b9a1dfb8530d1978acef3,2,35.9,15.79,sao paulo,SP,250.0,,,,,,3872.0,sao paulo,SP,,,Utilidades Domésticas e Eletrodomésticos
0068e836900867da359bd81db9227a33,1,96.99,16.44,umuarama,PR,300.0,,,,,,7260.0,umuarama,PR,,,Esportes e Lazer
