order_id,order_item_id,price,freight_value,product_weight_g,delivery_time,geolocation_city_customer,geolocation_state_customer,payment_value,product_volume,geolocation_city_seller,geolocation_state_seller,distancia_km,purchase_to_approval_days,approval_to_carrier_days,carrier_to_customer_days,categoria_principal
0009c9a17f916a706d71784483a5d643,1,639.0,11.34,200.0,5.36,campinas,SP,650.34,960.0,guarulhos,SP,78.6190069849219,0.0,2.0,3.0,Tecnologia e Eletrônicos
000c3e6612759851cc3cbb4b83257986,1,99.0,13.71,1800.0,7.22,jundiai,SP,112.71,4096.0,ribeirao preto,SP,248.47914851113796,2.0,0.0,3.0,Esportes e Lazer
000e562887b1f2006d75e0be9558292e,1,25.0,16.11,600.0,18.29,cubatao,SP,41.11,8400.0,jaragua do sul,SC,392.1528410268383,0.0,4.0,14.0,Esportes e Lazer
000e63d38ae8c00bbcb5a30573b99628,1,47.9,8.88,800.0,3.79,sao paulo,SP,56.78,8000.0,sao paulo,SP,21.890634548030796,0.0,3.0,0.0,Casa e Decoração
000e906b789b55f64edcb1f84030f90d,1,21.99,11.85,300.0,17.94,santa cruz do rio pardo,SP,33.84,816.0,sao paulo,SP,318.0503926087498,0.0,1.0,16.0,Tecnologia e Eletrônicos
000f25f4d72195062c040b12dce9a18a,1,119.99,44.4,9375.0,15.26,volta redonda,RJ,164.39,56430.0,itaquaquecetuba,SP,257.96042933790517,0.0,9.0,6.0,Casa e Decoração
001021efaa8636c29475e7734483457d,1,49.0,15.1,250.0,9.44,ivaipora,PR,64.1,640.0,sao paulo,SP,502.55895763978486,0.0,0.0,8.0,Moda e Acessórios
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,48.9,16.6,1800.0,11.82,rio de janeiro,RJ,65.5,5780.0,maua,SP,340.21357970246174,0.0,0.0,10.0,Esportes e Lazer
00119ff934e539cf26f92b9ef0cdfed8,1,219.9,16.98,9800.0,10.7,nova iguacu,RJ,236.88,44100.0,campo largo,PR,685.8703219604413,0.0,0.0,8.0,Esportes e Lazer
0011d82c4b53e22e84023405fb467e57,1,289.0,26.33,2965.0,10.02,sao paulo,SP,315.33,37638.0,serra negra,SP,105.2391630171381,0.0,7.0,3.0,Esportes e Lazer
00125cb692d04887809806618a2a145f,1,109.9,25.51,2500.0,15.13,anapolis,GO,135.41,40467.0,santo andr,SP,848.6491645869137,0.0,3.0,11.0,Casa e Decoração
0013503b13da1eac686219390b7d641b,1,119.9,17.32,2500.0,14.96,osasco,SP,137.22,5712.0,monte siao,MG,128.44813090410602,1.0,0.0,12.0,Casa e Decoração
00137e170939bba5a3134e2386413108,1,397.0,24.65,2650.0,17.1,rio de janeiro,RJ,421.65,18000.0,curitiba,PR,644.2463787575371,0.0,3.0,12.0,Outros e Indústria
001427c0ec99cf8af737bd88e92fd444,1,59.9,23.35,750.0,18.2,ituiutaba,MG,83.25,8349.0,curitiba,PR,720.0771268488182,0.0,2.0,16.0,Casa e Decoração
00143d0f86d6fbd9f9b38ab440ac16f5,1,21.33,15.1,180.0,11.13,goiania,GO,109.29,2618.0,sorocaba,SP,783.072027017571,0.0,0.0,10.0,Esportes e Lazer
00143d0f86d6fbd9f9b38ab440ac16f5,2,21.33,15.1,180.0,11.13,goiania,GO,109.29,2618.0,sorocaba,SP,783.072027017571,0.0,0.0,10.0,Esportes e Lazer
00143d0f86d6fbd9f9b38ab440ac16f5,3,21.33,15.1,180.0,11.13,goiania,GO,109.29,2618.0,sorocaba,SP,783.072027017571,0.0,0.0,10.0,Esportes e Lazer
0014ae671de39511f7575066200733b7,1,16.5,14.1,350.0,16.0,pinhais,PR,30.6,836.0,sao paulo,SP,339.31689859208905,0.0,6.0,9.0,Tecnologia e Eletrônicos
0015ebb40fb17286bea51d4607c4733c,1,21.9,15.1,150.0,18.48,pato bragado,PR,37.0,6000.0,sao paulo,SP,780.1969195255674,0.0,3.0,14.0,Tecnologia e Eletrônicos
00169e31ef4b29deaae414f9a5e95929,1,39.0,16.11,550.0,7.45,rio de janeiro,RJ,55.11,8364.0,ibitinga,SP,574.6458537456207,0.0,0.0,6.0,Casa e Decoração
0016dfedd97fc2950e388d2971d718c7,1,49.75,20.8,1500.0,23.94,canavieiras,BA,17.92,3726.0,sao paulo,SP,1193.7482650321244,0.0,16.0,6.0,Ferramentas e Construção
0017afd5076e074a48f1f1a4c7bac9c5,1,809.1,44.29,3407.0,46.43,campo alegre,AL,853.39,14168.0,itauna,MG,1445.8725155943043,0.0,10.0,35.0,Tecnologia e Eletrônicos
001862358bf858722e1e2ae000cfed8b,1,99.99,13.72,1200.0,9.16,cunha,SP,113.71,15750.0,sao paulo,SP,169.43690483938386,0.0,0.0,7.0,Esportes e Lazer
0019c29108428acffd089c36103c9440,1,59.9,19.95,750.0,10.66,monte siao,MG,79.85,8349.0,curitiba,PR,437.1927540784472,0.0,0.0,9.0,Casa e Decoração
001ab0a7578dd66cd4b0a71f5b6e1e41,1,24.89,17.63,150.0,21.84,salvador,BA,127.56,4290.0,braslia,DF,1076.6784177557788,1.0,0.0,20.0,Tecnologia e Eletrônicos
001ab0a7578dd66cd4b0a71f5b6e1e41,2,24.89,17.63,150.0,21.84,salvador,BA,127.56,4290.0,braslia,DF,1076.6784177557788,1.0,0.0,20.0,Tecnologia e Eletrônicos
001ab0a7578dd66cd4b0a71f5b6e1e41,3,24.89,17.63,150.0,21.84,salvador,BA,127.56,4290.0,braslia,DF,1076.6784177557788,1.0,0.0,20.0,Tecnologia e Eletrônicos
001b76dd48a5b1eee3e87778daa40df8,1,81.99,13.01,207.0,11.04,santa salete,SP,95.0,2652.0,sao jose dos campos,SP,596.0141553326155,0.0,3.0,7.0,Tecnologia e Eletrônicos
001c85b5f68d2be0cb0797afc9e8ce9a,1,99.0,13.71,1550.0,27.97,sao paulo,SP,112.71,20944.0,ibitinga,SP,309.38595848437905,0.0,2.0,25.0,Casa e Decoração
001d8f0e34a38c37f7dba2a37d4eba8b,1,18.99,7.78,150.0,11.83,sao paulo,SP,53.54,7826.0,sao paulo,SP,8.993580984445925,0.0,9.0,1.0,Beleza e Saúde
001d8f0e34a38c37f7dba2a37d4eba8b,2,18.99,7.78,150.0,11.83,sao paulo,SP,53.54,7826.0,sao paulo,SP,8.993580984445925,0.0,9.0,1.0,Beleza e Saúde
001daeb0eddc45b999bad0801ad9d273,1,38.33,16.79,300.0,21.68,itapicuru,BA,55.12,4096.0,piracicaba,SP,1615.5939717129904,1.0,0.0,20.0,Outros e Indústria
001dbc16dc51075e987543d23a0507c7,1,69.9,18.0,950.0,16.0,santos dumont,MG,87.9,23625.0,ibitinga,SP,548.2801101813455,0.0,4.0,11.0,Casa e Decoração
001e7ba991be1b19605ca0316e7130f9,1,195.0,18.21,850.0,10.11,campo grande,MS,213.21,3751.0,maringa,PR,435.4465518739252,0.0,1.0,8.0,Tecnologia e Eletrônicos
0020262c8a370bd5a174ea6a2a267321,1,79.5,21.05,2850.0,4.12,guaratuba,PR,100.55,8800.0,santo andre,SP,322.40455946904314,0.0,0.0,3.0,Casa e Decoração
0020a222f55eb79a372d0efee3cca688,1,29.99,15.1,700.0,9.69,volta redonda,RJ,45.09,4576.0,sao paulo,SP,277.04821637083023,0.0,0.0,9.0,Casa e Decoração
00229e4e43f7a7e0b9dd819ad43268d3,1,74.9,16.49,450.0,5.1,sao bernardo do campo,SP,91.39,11664.0,curitiba,PR,339.670885717688,0.0,2.0,2.0,Esportes e Lazer
0025081dcf9330f9a5052ae82c6ce396,1,14.95,18.23,300.0,9.31,governador valadares,MG,33.18,736.0,sao paulo,SP,715.1751631088329,0.0,1.0,8.0,"Livros, Música e Entretenimento"
00259a44fcad3fc0474329e925d14fc3,1,19.99,14.1,300.0,7.82,belo horizonte,MG,34.09,1632.0,sao paulo,SP,504.2935893341829,0.0,1.0,6.0,Tecnologia e Eletrônicos
002611a77fe03d076285fd4ca95db77c,1,135.0,21.75,200.0,23.05,brasilia,DF,156.75,3600.0,porto alegre,RS,1604.398931843321,1.0,1.0,20.0,Tecnologia e Eletrônicos
002691433f09002ac9ca0c4e8dbb8ead,1,104.0,16.43,260.0,4.66,porto alegre,RS,120.43,1729.0,canania,SP,645.0182039328209,0.0,0.0,4.0,Tecnologia e Eletrônicos
0026a368634b6e6f34f33b1499773a30,1,149.0,15.8,1000.0,11.03,sao paulo,SP,164.8,27588.0,montenegro,RS,835.6141680350352,0.0,6.0,4.0,Esportes e Lazer
00275bce676303c3bfd7292aefdfa223,1,279.9,13.46,300.0,9.86,sao paulo,SP,293.36,2340.0,franca,SP,344.62416465701097,3.0,1.0,5.0,Tecnologia e Eletrônicos
00276d5c3491fbf55305e26891040df9,1,44.9,23.22,2750.0,31.34,cambe,PR,68.12,5250.0,tiradentes,MG,765.0749234876524,0.0,7.0,23.0,Casa e Decoração
002955b0acc63d04f6724a31967e82bd,1,120.0,15.59,475.0,8.2,manhuacu,MG,135.59,2520.0,santo andre,SP,596.8266768429572,0.0,1.0,7.0,Beleza e Saúde
002af7fa9eb99d1456bceb6a13d6fc0b,1,88.34,21.11,2500.0,21.98,sao bento do sul,SC,109.45,14400.0,presidente prudente,SP,505.5898181336159,0.0,1.0,20.0,Casa e Decoração
002b430ff89b3a24c31a1170acbbedea,1,199.99,65.56,2050.0,8.71,ituiutaba,MG,265.55,48000.0,sao paulo,SP,592.2197574484046,0.0,0.0,8.0,Esportes e Lazer
002b4e6fa42cd4a22cc86abc18fe9c05,1,99.9,19.67,700.0,8.51,sao paulo,SP,119.57,40000.0,carazinho,RS,810.4594813614942,0.0,1.0,7.0,
002d040018d12a3853c059f7f23ab5b1,1,155.0,14.84,429.0,7.98,pinhais,PR,169.84,3360.0,campinas,SP,346.429677601795,1.0,0.0,5.0,Beleza e Saúde
002f98c0f7efd42638ed6100ca699b42,1,8.99,32.57,450.0,3.41,porto alegre,RS,93.62,5250.0,araguari,MG,1309.4588681718897,0.0,0.0,3.0,Tecnologia e Eletrônicos
002f98c0f7efd42638ed6100ca699b42,2,44.9,7.16,200.0,3.41,porto alegre,RS,93.62,1232.0,sao paulo,SP,868.6168631549109,0.0,0.0,3.0,
0030d783f979fbc5981e75613b057344,1,60.6,17.67,1000.0,42.18,rio de janeiro,RJ,78.27,31360.0,araguari,MG,694.5233077401098,0.0,20.0,21.0,
0030ff924c38549807645976adeef2c0,1,225.0,67.24,23250.0,21.95,belo horizonte,MG,292.24,96600.0,itatiba,SP,449.22167964188856,0.0,12.0,9.0,
0032d07457ae9c806c79368d7d9ce96b,1,159.0,27.19,3150.0,50.09,rio de janeiro,RJ,186.19,31347.0,ipaussu,SP,647.8762579718848,0.0,2.0,47.0,
003324c70b19a16798817b2b3640e721,1,102.9,14.45,1300.0,11.55,diamantina,MG,234.7,16170.0,borda da mata,MG,521.8947562927951,0.0,0.0,10.0,Esportes e Lazer
003324c70b19a16798817b2b3640e721,2,102.9,14.45,1300.0,11.55,diamantina,MG,234.7,16170.0,borda da mata,MG,521.8947562927951,0.0,0.0,10.0,Esportes e Lazer
00335b686d693c7d72deeb12f8e89227,1,63.9,16.89,300.0,56.98,vila velha,ES,80.79,6400.0,andradas,MG,678.4307577449707,1.0,0.0,55.0,
00337fe25a3780b3424d9ad7c5a4b35e,1,59.9,9.94,1000.0,1.97,sao paulo,SP,139.68,5000.0,votorantim,SP,73.91521524810076,0.0,1.0,0.0,Casa e Decoração
00337fe25a3780b3424d9ad7c5a4b35e,2,59.9,9.94,400.0,1.97,sao paulo,SP,139.68,4200.0,votorantim,SP,73.91521524810076,0.0,1.0,0.0,Casa e Decoração
0035246a40f520710769010f752e7507,1,87.0,12.11,1300.0,11.76,sao paulo,SP,99.11,23625.0,ibitinga,SP,308.54125452725566,0.0,5.0,6.0,Casa e Decoração
0035c0b07126fe9c24a325216fb96064,1,131.9,18.54,2275.0,13.66,campinas,SP,150.44,20250.0,congonhal,MG,131.541299337094,0.0,4.0,8.0,Esportes e Lazer
0035e6b7ade84b3f5b86bd49814793df,1,19.9,14.1,100.0,5.59,sao paulo,SP,34.0,528.0,rio de janeiro,RJ,354.07449356360456,0.0,0.0,4.0,Casa e Decoração
0036887767dea4bd43b1a88cd0d9477a,1,399.99,23.64,8100.0,10.79,belo horizonte,MG,423.63,49680.0,rio de janeiro,RJ,341.4771184056817,1.0,3.0,6.0,
00378c6c981f234634c0b9d6128df6dd,1,41.0,11.85,183.0,24.08,sao paulo,SP,52.85,4608.0,ribeirao preto,SP,310.48340667851437,0.0,2.0,21.0,Esportes e Lazer
003d0634280ff3d1d3a54459349a6899,1,220.0,8.89,710.0,10.2,barueri,SP,228.89,6930.0,sao jose dos campos,SP,99.65808544434958,0.0,6.0,4.0,Tecnologia e Eletrônicos
003d804eef0e1b856881cd18e0cc0d4c,1,277.0,35.74,533.0,54.15,imperatriz,MA,312.74,1760.0,guariba,SP,1764.059995613407,0.0,3.0,50.0,
003f201cdd39cdd59b6447cff2195456,1,85.0,17.03,173.0,35.08,rio de janeiro,RJ,204.06,2808.0,maringa,PR,869.771191456475,0.0,1.0,33.0,Tecnologia e Eletrônicos
003f201cdd39cdd59b6447cff2195456,2,85.0,17.03,173.0,35.08,rio de janeiro,RJ,204.06,2808.0,maringa,PR,869.771191456475,0.0,1.0,33.0,Tecnologia e Eletrônicos
003f9bcc09427647c4b9d361a523545b,1,229.0,9.8,500.0,2.25,ribeirao pires,SP,238.8,3300.0,barueri,SP,59.6896898101216,0.0,0.0,1.0,
0040a56893444cb56cba7cfe2225e34e,1,84.9,34.39,321.0,22.97,salvador,BA,119.29,3458.0,maringa,PR,1830.0686742453609,0.0,0.0,21.0,Tecnologia e Eletrônicos
004157daafa0bc8672e01f00e4f0c04f,1,189.0,33.91,2850.0,12.07,fortaleza,CE,222.91,40000.0,sao paulo,SP,2360.6416755315668,0.0,3.0,8.0,Casa e Decoração
00418a49a685c6bb60633291c3fab17a,1,49.0,7.78,200.0,1.97,osasco,SP,56.78,352.0,sao paulo,SP,12.206465501711602,0.0,0.0,1.0,
0045e3085f083f0f38d24bb3f22e6593,1,116.9,13.84,1350.0,19.16,sao jose dos campos,SP,130.74,4374.0,bonfim paulista,SP,294.4183533228066,0.0,5.0,13.0,Beleza e Saúde
0046e1d57f4c07c8c92ab26be8c3dfc0,1,7.79,7.78,200.0,3.13,sao paulo,SP,15.57,960.0,sao paulo,SP,18.561720090848066,0.0,2.0,0.0,
00471463a6106056c1a2a809f70de640,1,179.99,85.97,28600.0,20.6,brasilia,DF,265.96,160433.0,itaquaquecetuba,SP,867.002960207744,0.0,12.0,7.0,Casa e Decoração
00482f2670787292280e0a8153d82467,1,7.6,10.96,700.0,1.8,juiz de fora,MG,18.56,5390.0,juiz de fora,MG,2.2737003007681587,0.0,0.0,1.0,
0049edf42837aa808e03552a62bd2158,1,49.9,17.6,1750.0,31.41,rio de janeiro,RJ,67.5,32560.0,sao jose do rio preto,SP,665.6515697926679,0.0,5.0,25.0,Ferramentas e Construção
004ba47bb589cdbc485e6025bd6d3c81,1,49.0,,250.0,3.99,santa fe do sul,SP,60.85,1512.0,santos,SP,629.9790922568939,0.0,0.0,2.0,Tecnologia e Eletrônicos
004d76fef3dd46eb4f70da049c8d1f93,1,120.0,27.39,7700.0,6.59,matao,SP,147.39,56980.0,campo limpo paulista,SP,240.2234205367117,0.0,1.0,4.0,
004eab0fd8f28adaf8d488976f77febe,1,21.5,11.98,1338.0,1.11,rio de janeiro,RJ,33.48,3864.0,rio de janeiro,RJ,15.309859452262828,0.0,0.0,0.0,Esportes e Lazer
004f5d8f238e8908e6864b874eda3391,1,122.99,15.61,400.0,23.53,corumb,MS,138.6,3600.0,guarulhos,SP,1252.9937986046289,0.0,0.0,22.0,
004fb11815bc03b01b20a614eef69d14,1,72.99,19.75,1000.0,21.02,bom jesus da lapa,BA,92.74,15750.0,sao paulo,SP,1191.6003191683694,0.0,2.0,18.0,Esportes e Lazer
004fb5e6f90a178dc74ad2b016649249,1,129.99,13.93,1600.0,5.28,ourinhos,SP,143.92,15750.0,sao paulo,SP,348.0081204766803,0.0,1.0,4.0,Esportes e Lazer
005059edee63c8c708ba61910793b31b,1,92.0,17.89,1550.0,14.13,porto real,RJ,219.78,20944.0,ibitinga,SP,470.94572808781334,1.0,0.0,12.0,Casa e Decoração
005059edee63c8c708ba61910793b31b,2,92.0,17.89,1550.0,14.13,porto real,RJ,219.78,20944.0,ibitinga,SP,470.94572808781334,1.0,0.0,12.0,Casa e Decoração
0055b77cca3186676c147f532dd2547b,1,149.0,40.37,6550.0,15.91,rio de janeiro,RJ,189.37,8000.0,ilicinea,MG,315.3674006265363,0.0,0.0,15.0,Tecnologia e Eletrônicos
0057199db02d1a5ef41bacbf41f8f63b,1,20.3,16.79,200.0,19.13,sinop,MT,37.09,352.0,limeira,SP,1463.7266281596758,1.0,3.0,14.0,
00571ded73b3c061925584feab0db425,1,179.9,15.01,450.0,11.51,belo horizonte,MG,389.82,2760.0,campinas,SP,464.224559848973,0.0,3.0,7.0,Beleza e Saúde
00571ded73b3c061925584feab0db425,2,179.9,15.01,450.0,11.51,belo horizonte,MG,389.82,2760.0,campinas,SP,464.224559848973,0.0,3.0,7.0,Beleza e Saúde
00584d79015452d19fd3d044ba3abdc0,1,109.9,12.27,325.0,2.99,sao paulo,SP,122.17,9450.0,franca,SP,351.0075759661297,0.0,1.0,1.0,Tecnologia e Eletrônicos
00588f5f20fee630b83d4709e0a42715,1,89.0,25.9,88.0,12.2,ipixuna do para,PA,114.9,1344.0,jacarei,SP,2311.705063044743,1.0,2.0,8.0,Tecnologia e Eletrônicos
005997dca4c1fc45066d0a03d54a6469,1,120.0,13.75,3500.0,3.21,praia grande,SP,133.75,18900.0,sao paulo,SP,44.541678380240526,0.0,1.0,2.0,Beleza e Saúde
005a1dded353107dbabf8ffc83a20365,1,75.0,14.28,250.0,21.2,sete lagoas,MG,89.28,352.0,sao paulo,SP,533.0923885094921,0.0,5.0,15.0,
005b49de51a4e006055e8487a50ad8e4,1,46.86,14.52,225.0,18.13,bag,RS,61.38,6525.0,blumenau,SC,687.8684797157473,0.0,0.0,17.0,Tecnologia e Eletrônicos
005cad6157eadc7f1f09917607f1704a,1,96.0,14.84,3300.0,17.93,sao bernardo do campo,SP,110.84,59280.0,canoinhas,SC,475.6646968982417,1.0,0.0,16.0,Esportes e Lazer
005d9a5423d47281ac463a968b3936fb,1,49.99,18.12,150.0,9.3,so jos do rio pardo,SP,145.26,4096.0,porto alegre,RS,1033.8130282527143,0.0,6.0,3.0,
005d9a5423d47281ac463a968b3936fb,2,24.99,13.58,100.0,9.3,so jos do rio pardo,SP,145.26,1280.0,porto alegre,RS,1033.8130282527143,0.0,6.0,3.0,
005d9a5423d47281ac463a968b3936fb,3,24.99,13.58,100.0,9.3,so jos do rio pardo,SP,145.26,1280.0,porto alegre,RS,1033.8130282527143,0.0,6.0,3.0,
005e5166e99d1e4d0c4f808b0540ba94,1,120.1,16.6,910.0,34.4,itajai,SC,136.7,6720.0,maringa,PR,512.6009633675021,1.0,12.0,19.0,Tecnologia e Eletrônicos
005f25968fc854ea16fb16f5bdbc87c7,1,69.9,16.25,925.0,16.15,carapicuiba,SP,86.15,36036.0,ponte nova,MG,534.6537464564499,0.0,4.0,12.0,Esportes e Lazer
00602f25bffa1dcfb71e202fbf9824fb,1,39.9,54.02,700.0,26.14,belem,PA,93.92,2880.0,blumenau,SC,2830.2972950759213,0.0,1.0,23.0,
006127b8b9a1681a982313ed7129c3c0,1,540.0,16.22,710.0,12.27,sao paulo,SP,556.22,3458.0,ribeirao preto,SP,297.356014218984,0.0,4.0,7.0,
0064d74f7de7917d54768d7722ad56ac,1,189.9,31.17,7150.0,3.82,niteroi,RJ,221.07,24885.0,,,,0.0,1.0,2.0,Esportes e Lazer
006557c3221c1fcd02b0106343ab357b,1,14.9,8.27,150.0,7.12,sao paulo,SP,23.17,3120.0,praia grande,SP,45.50665436182498,0.0,3.0,3.0,Utilidades Domésticas e Eletrodomésticos
00664284de7a3470d22931ed78615ee4,1,43.9,11.85,3875.0,9.37,sao paulo,SP,55.75,45980.0,penapolis,SP,429.8591928881764,0.0,1.0,8.0,Casa e Decoração
0068468c453d28c8ef3fd089e50a5847,1,469.0,20.85,595.0,19.56,nova iguacu,RJ,489.85,288.0,balneario camboriu,SC,699.9384638781498,0.0,2.0,16.0,Tecnologia e Eletrônicos
00685d31ae12e47470ba5c18ba74f22c,1,59.0,16.17,700.0,37.52,espumoso,RS,75.17,7260.0,fernandopolis,SP,973.454908926827,0.0,1.0,35.0,Casa e Decoração
0068c109948b9a1dfb8530d1978acef3,1,35.9,15.79,250.0,16.95,cuiaba,MT,103.38,3872.0,sao paulo,SP,1327.227526589192,1.0,2.0,13.0,Utilidades Domésticas e Eletrodomésticos
0068c109948b9a1dfb8530d1978acef3,2,35.9,15.79,250.0,16.95,cuiaba,MT,103.38,3872.0,sao paulo,SP,1327.227526589192,1.0,2.0,13.0,Utilidades Domésticas e Eletrodomésticos
0068e836900867da359bd81db9227a33,1,96.99,16.44,300.0,6.39,porto alegre,RS,113.43,7260.0,umuarama,PR,729.3916946966665,0.0,0.0,5.0,Esportes e Lazer
006cb7cafc99b29548d4f412c7f9f493,1,56.0,14.14,2200.0,7.98,brasilia,DF,70.14,352.0,sao paulo,SP,872.4200468931975,0.0,3.0,4.0,
006cba07f62f921fe4f58365bde2b2eb,1,69.99,11.99,500.0,3.98,itapura,SP,81.98,2268.0,sao paulo,SP,600.6021755874862,0.0,1.0,2.0,
006dd93155bc2abd844cc5eed3a0fe7f,1,49.9,7.78,100.0,5.81,sao paulo,SP,57.68,1600.0,sao paulo,SP,15.075777134593627,0.0,3.0,1.0,Moda e Acessórios
006e05e81c068ddc38e48ebe189b922e,1,29.0,14.1,250.0,6.56,santa luzia,MG,43.1,352.0,sao paulo,SP,519.2884324692561,0.0,0.0,5.0,
006e43460a55bc60c0a437521e426529,1,99.0,43.06,9000.0,8.39,guaruja,SP,142.06,19656.0,cariacica,ES,731.6236964267712,0.0,1.0,6.0,Ferramentas e Construção
006e91ddb0674525f84ce0da0655c7ba,1,499.0,30.35,10050.0,5.93,sao paulo,SP,529.35,60000.0,osasco,SP,37.60013130876247,0.0,1.0,4.0,Casa e Decoração
006f7dfffe2d90809598e8f1972b829b,1,39.85,12.79,317.0,13.85,serrana,SP,52.64,2244.0,mineiros do tiete,SP,159.72676392789162,0.0,8.0,5.0,Beleza e Saúde
0070092bb6004faafa287e5fc35971e9,1,149.0,14.06,1700.0,2.41,sao paulo,SP,163.06,26250.0,campo limpo paulista,SP,30.700690507681365,0.0,0.0,1.0,
0071ee2429bc1efdc43aa3e073a5290e,1,179.98,12.46,16000.0,9.53,sao paulo,SP,100.0,352.0,pedreira,SP,113.04597290576726,0.0,4.0,5.0,
00750f68bb64537034e93554c64b41b5,1,129.0,8.16,250.0,2.53,maua,SP,137.16,352.0,sao paulo,SP,31.002092939664387,0.0,1.0,1.0,
00756576f4e494406945ac21cb82cfe0,1,137.0,15.71,950.0,9.93,sao jose do rio preto,SP,152.71,9600.0,rio de janeiro,RJ,653.9111357397322,0.0,2.0,6.0,
00772b2af35643653f108fdac1155ee3,1,37.0,10.96,300.0,12.04,indaiatuba,SP,47.96,5400.0,guara,SP,305.41290949661703,0.0,0.0,12.0,Esportes e Lazer
00789ce015e7e5791c7914f32bb4fad4,1,154.0,14.83,500.0,18.79,rio de janeiro,RJ,190.81,1596.0,sao paulo,SP,312.74691209556045,0.0,0.0,18.0,Beleza e Saúde
0078a358a14592b887eb140ef515f5ab,1,253.52,82.86,19200.0,15.14,anpolis,GO,336.38,116000.0,ibitinga,SP,604.9892861822273,0.0,1.0,13.0,Casa e Decoração
007bbb40c95870c0f75a7855f2636c65,1,148.9,13.95,7474.0,2.33,sao paulo,SP,162.85,62640.0,sao paulo,SP,15.88560435103022,0.0,0.0,1.0,Casa e Decoração
007beb35f98c075747e6fc4fd1c0cb73,1,64.9,18.69,1450.0,11.29,rio de janeiro,RJ,83.59,6750.0,brasilia,DF,933.5987246646614,0.0,3.0,7.0,Casa e Decoração
007c7cb12ef3567531307ca78d395758,1,179.0,16.0,490.0,20.39,itaberai,GO,195.0,2574.0,barueri,SP,882.7177097604732,0.0,1.0,19.0,Tecnologia e Eletrônicos
007ec946d4f798caf2b43c9d44c56421,1,27.9,15.1,200.0,12.4,gramado,RS,43.0,7098.0,salto,SP,773.3773350035277,0.0,3.0,8.0,Esportes e Lazer
007ff0b0f79be782f633fc3b18cbe337,1,39.0,16.11,650.0,11.11,belo horizonte,MG,55.11,3120.0,amparo,SP,426.6571340331304,0.0,2.0,8.0,Casa e Decoração
0080eebb288dba1857ccf048dfe6bdfe,1,7.0,14.1,150.0,7.12,curitiba,PR,21.1,4275.0,santo andre,SP,338.665183196456,1.0,2.0,3.0,Tecnologia e Eletrônicos
0081ab2c99dc85945c28926b77dc6960,1,269.0,10.7,200.0,4.85,cotia,SP,279.7,2592.0,sao paulo,SP,17.7792590664316,1.0,0.0,2.0,Tecnologia e Eletrônicos
0081ce648af7d6a7bac2a93b6035d1e3,1,99.9,17.95,1300.0,14.25,santa cruz do sul,RS,117.85,18000.0,foz do iguacu,PR,510.1141883037506,0.0,1.0,12.0,Casa e Decoração
0084209c576daad6ff4534902fcb4892,1,69.9,15.24,800.0,12.97,rio de janeiro,RJ,85.14,23625.0,ibitinga,SP,553.8571274948413,0.0,0.0,11.0,Casa e Decoração
